Item_Code,unit_picks_qty
61654,0.1344,0.1344,320,450,280,0.5376,1,320
61656,0.02016,0.02016,320,450,280,0.5376,1,320
61658,0.1839825,0.1839825,300,370,340,0.504,1,300
61659,0.2405925,0.2405925,300,370,340,0.504,1,300
61660,0.13209,0.13209,300,370,340,0.504,1,300
61661,0.16983,0.16983,300,370,340,0.504,1,300
61662,0.3443775,0.3443775,300,370,340,0.504,1,300
61663,0.12040000000000002,0.12040000000000002,250,480,430,0.42,1,250
61664,0.44719999999999993,0.44719999999999993,250,480,430,0.42,2,500
61665,0.0516,0.0516,250,480,430,0.42,1,250
61666,0.6536,0.6536,250,480,430,0.42,2,500
61667,0.49879999999999997,0.49879999999999997,250,480,430,0.42,2,500
61668,0.24939999999999998,0.24939999999999998,250,480,430,0.42,1,250
61675,0.317135,0.317135,260,410,340,0.4368,1,260
61676,0.380562,0.380562,260,410,340,0.4368,1,260
61677,0.433944,0.433944,280,410,280,0.4704,1,280
61678,0.417872,0.417872,280,410,280,0.4704,1,280
61708,0.07018,0.07018,220,400,330,0.3696,1,220
61710,0.2592,0.2592,240,600,250,0.4032,1,240
61711,0.064768,0.064768,320,460,330,0.5376,1,320
61713,0.23400000000000004,0.23400000000000004,240,450,260,0.4032,1,240
61714,0.08742533333333333,0.08742533333333333,280,340,380,0.4704,1,280
61715,0.2110185,0.2110185,290,330,490,0.4872,1,290
61720,0.30492,0.30492,350,440,360,0.588,1,350
61721,1.03845,1.03845,280,500,430,0.4704,3,840
61726,0.35805,0.35805,210,440,310,0.3528,2,420
61730,0.0,0.0,190,240,250,0.3192,0,0
61731,0.74382,0.74382,330,400,230,0.5544,2,660
61992,0.3654,0.3654,280,360,290,0.4704,1,280
62010,1.272544,1.272544,280,380,390,0.4704,3,840
62011,1.5048,1.5048,300,450,380,0.504,3,900
62012,1.300208,1.300208,280,380,390,0.4704,3,840
62013,1.4877,1.4877,300,450,380,0.504,3,900
62014,1.24488,1.24488,280,380,390,0.4704,3,840
62015,1.3851,1.3851,300,450,380,0.504,3,900
62016,0.93483,0.93483,200,390,255,0.336,3,600
62017,0.34727,0.34727,220,410,420,0.3696,1,220
62018,0.665028,0.665028,210,580,260,0.3528,2,420
62020,0.91977,0.91977,310,600,230,0.5208,2,620
62021,0.0,0.0,280,400,400,0.4704,0,0
62022,0.0,0.0,280,400,400,0.4704,0,0
62023,0.303264,0.303264,260,360,360,0.4368,1,260
62024,0.11169375,0.11169375,210,250,230,0.3528,1,210
62025,0.16149375,0.16149375,270,330,290,0.4536,1,270
62026,0.629,0.629,340,500,300,0.5712,2,680
62046,0.1974,0.1974,470,480,250,0.7896,1,470
62047,0.423,0.423,470,480,250,0.7896,1,470
62074,0.0,0.0,265,390,405,0.4452,0,0
62097,1.92357,1.92357,330,600,335,0.5544,3,990
62098,0.4131,0.4131,270,340,360,0.4536,1,270
62099,1.54248125,1.54248125,295,445,470,0.4956,3,885
62100,1.425195,1.425195,345,425,360,0.5796,3,1035
62101,1.671516,1.671516,335,540,360,0.5628,3,1005
80121,0.365625,0.365625,250,450,260,0.42,1,250
896049,0.0,0.0,365,480,260,0.6132,0,0
896061/02,0.0,0.0,365,480,260,0.6132,0,0
896140,0.0,0.0,380,490,265,0.6384,0,0
896141,0.0,0.0,380,490,265,0.6384,0,0
896151,0.0,0.0,490,375,265,0.8232,0,0
total,65.43391254166669,65.43391254166669
