activ,rtype,depth,high,shgt,usedhgt,weight,usedwgt,slottype,link,serial,mixbatch,mixitems,noalloc,frzstock,radionum,width,wide,usedwidth,check_num,pltperpos,oldslot,autoreleas,mixitemmov,fznomove,movetoslot,desc,item,sdepth,usedvol,svolume,isrecvbay,usedeffrz,deffrzcode,loccode,aisle,bay,level,position,loccodemt,aislemt,baymt,levelmt,positionmt,ispickslot,area,okpickslot,multiitmpk,hostloc,replenmeth,mixuseby,chargegrp,stkcfgmvfr,okstkcfgmv,cycitmacc,category,addsltocyc,counttimes,canmvfrz,donotpick,lstcounted
Y,1,1,1,1500,548,1000,177.27,R, ,0, , ,F, ,,1210,1,1310,9,F,28071C,F, ,F,,,,1210,0.4032,2.808,F, ,,  R, RR,7, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
N,1,1,1,1500,0,2000,0,R, ,0, , ,F, ,,1210,1,0,14,F,28072A,F, ,F,,,,1210,0,2.808,F, ,,  R, RR,7, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
N,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,2,F,28072B,F, ,F,,,,1210,1.9022,2.808,F, ,,  R, RR,7, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,831,1000,119.6,R, ,0, , ,F, ,,1210,1,1310,90,F,28072C,F, ,F,,,,1210,0.24214,2.808,F, ,,  R, RR,7, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1000,1000,1500,273,2000,125.07,R, ,0, , ,F, ,,1210,1000,1310,68,F,28091A,F, ,F,,,,1210,0,2.808,F,N,,  R, RR,9, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1106,1000,363.3,R, ,0, , ,F, ,,1210,1,1310,18,F,28091B,F, ,F,,,,1210,0.6224,2.808,F, ,,  R, RR,9, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
N,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,18,F,28091C,F, ,F,,,,1210,4.608,2.808,F, ,,  R, RR,9, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
N,1,1,1,1500,0,2000,0,R, ,0, , ,F, ,,1210,1,0,79,F,28092A,F, ,F,,,,1210,0,2.808,F, ,,  R, RR,9, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,65,F,28092B,F, ,F,,,,1210,0.93,2.808,F, ,,  R, RR,9, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
N,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,77,F,28092C,F, ,F,,,,1210,0.77344,2.808,F, ,,  R, RR,9, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,890,2000,111.8,R, ,0, , ,F, ,,1210,1,1310,72,F,28111A,F, ,F,,,,1210,0.99278,2.808,F, ,,  R, RR,11, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,471,1000,144,R, ,0, , ,F, ,,1210,1,1310,10,F,28111B,F, ,F,,,,1210,0.86713,2.808,F, ,,  R, RR,11, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
N,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,49,F,28111C,F, ,F,,,,1210,5.376,2.808,F, ,,  R, RR,11, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,133,2000,16.1,R, ,0, , ,F, ,,1210,1,1310,78,F,28112A,F, ,F,,,,1210,1.31602,2.808,F, ,,  R, RR,11, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,527,1000,173,R, ,0, , ,F, ,,1210,1,1310,64,F,28112B,F, ,F,,,,1210,1.1115,2.808,F, ,,  R, RR,11, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1000,10001,1500,533,100000,156,R, ,0, , ,F, ,,1210,1000,1310,29,F,28112C,F, ,F,,,,1210,0.20106,2.808,F, ,,  R, RR,11, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,255,2000,138,R, ,0, , ,F, ,,1210,1,1310,69,F,28131A,F, ,F,,,,1210,0.50335,2.808,F, ,,  R, RR,13, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,658,1000,216.25,R, ,0, , ,F, ,,1210,1,1310,38,F,28131B,F, ,F,,,,1210,1.9022,2.808,F, ,,  R, RR,13, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
N,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,17,F,28131C,F, ,F,,,,1210,0.10519,2.808,F, ,,  R, RR,13, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,264,2000,90.9,R, ,0, , ,F, ,,1210,1,1310,75,F,28132A,F, ,F,,,,1210,1.86587,2.808,F, ,,  R, RR,13, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1260,1000,399,R, ,0, , ,F, ,,1210,1,1310,2,F,28132B,F, ,F,,,,1210,0.8064,2.808,F, ,,  R, RR,13, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1000,10001,1500,142,100000,22.56,R, ,0, , ,F, ,,1210,1000,1310,47,F,28132C,F, ,F,,,,1210,1.31135,2.808,F, ,,  R, RR,13, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,668,2000,113,R, ,0, , ,F, ,,1210,1,1310,67,F,28151A,F, ,F,,,,1210,0,2.808,F, ,,  R, RR,15, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
N,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,6,F,28151B,F, ,F,,,,1210,0.83827,2.808,F, ,,  R, RR,15, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,31,1000,11,R, ,0, , ,F, ,,1210,1,1310,18,F,28151C,F, ,F,,,,1210,0.73293,2.808,F, ,,  R, RR,15, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1322,2000,417,R, ,0, , ,F, ,,1210,1,1310,76,F,28152A,F, ,F,,,,1210,1.3585,2.808,F, ,,  R, RR,15, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1000,10001,1500,425,100000,67.68,R, ,0, , ,F, ,,1210,1000,1310,36,F,28152B,F, ,F,,,,1210,0.37363,2.808,F, ,,  R, RR,15, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1000,10001,1500,425,100000,67.68,R, ,0, , ,F, ,,1210,1000,1310,50,F,28152C,F, ,F,,,,1210,0.4576,2.808,F, ,,  R, RR,15, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,652,2000,108,R, ,0, , ,F, ,,1210,1,1310,4,F,28171A,F, ,F,,,,1210,0.61926,2.808,F, ,,  R, RR,17, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,261,1000,200.98,R, ,0, , ,F, ,,1210,1,1310,59,F,28171B,F, ,F,,,,1210,0.88289,2.808,F, ,,  R, RR,17, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1000,10001,1500,531,100000,84.6,R, ,0, , ,F, ,,1210,1000,1310,82,F,28171C,F, ,F,,,,1210,0.59321,2.808,F, ,,  R, RR,17, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,2000,0,R, ,0, , ,F, ,,1210,1,0,51,F,28172A,F, ,F,,,,1210,0.27422,2.808,F, ,,  R, RR,17, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,455,1000,245.566,R, ,0, , ,F, ,,1210,1,1310,75,F,28172B,F, ,F,,,,1210,0.48171,2.808,F, ,,  R, RR,17, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1000,10001,1500,383,100000,117,R, ,0, , ,F, ,,1210,1000,1310,91,F,28172C,F, ,F,,,,1210,0.72718,2.808,F, ,,  R, RR,17, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1000,1000,1500,248,10000,39.48,R, ,0, , ,F, ,,1210,1000,1310,57,F,28191A,F, ,F,,,,1210,0.71988,2.808,F, ,,  R, RR,19, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,219,1000,93.645,R, ,0, , ,F, ,,1210,1,1310,55,F,28191B,F, ,F,,,,1210,1.16409,2.808,F, ,,  R, RR,19, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1000,10001,1500,531,1000000,84.6,R, ,0, , ,F, ,,1210,1000,1310,85,F,28191C,F, ,F,,,,1210,1.242,2.808,F, ,,  R, RR,19, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,332,2000,73.5,R, ,0, , ,F, ,,1210,1,1310,76,F,28192A,F, ,F,,,,1210,0.6268,2.808,F, ,,  R, RR,19, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,424,1000,116,R, ,0, , ,F, ,,1210,1,1310,3,F,28192B,F, ,F,,,,1210,0.67294,2.808,F, ,,  R, RR,19, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1053,1000,346,R, ,0, , ,F, ,,1210,1,1310,95,F,28192C,F, ,F,,,,1210,0.18123,2.808,F, ,,  R, RR,19, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,240,2000,125.1,R, ,0, , ,F, ,,1210,1,1310,75,F,28211A,F, ,F,,,,1210,1.99637,2.808,F, ,,  R, RR,21, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,344,1000,94.25,R, ,0, , ,F, ,,1210,1,1310,8,F,28211B,F, ,F,,,,1210,1.71118,2.808,F, ,,  R, RR,21, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,319,1000,126.47,R, ,0, , ,F, ,,1210,1,1310,38,F,28211C,F, ,F,,,,1210,0,2.808,F, ,,  R, RR,21, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1123,2000,257.27,R, ,0, , ,F, ,,1210,1,1310,62,F,28212A,F, ,F,,,,1210,0.36082,2.808,F, ,,  R, RR,21, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1000,1000,1500,425,1000000,67.68,R, ,0, , ,F, ,,1210,1000,1310,31,F,28212B,F, ,F,,,,1210,1.99584,2.808,F, ,,  R, RR,21, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,650,1000,193.8,R, ,0, , ,F, ,,1210,1,1310,80,F,28212C,F, ,F,,,,1210,1.53014,2.808,F, ,,  R, RR,21, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,483,2000,255.6,R, ,0, , ,F, ,,1210,1,1310,33,F,28311A,F, ,F,,,,1210,4.6332,2.808,F, ,,  R, RR,31, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,545,1000,111.3,R, ,0, , ,F, ,,1210,1,1310,58,F,28311B,F, ,F,,,,1210,2.3166,2.808,F, ,,  R, RR,31, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,10,F,28311C,F, ,F,,,,1210,0.96525,2.808,F, ,,  R, RR,31, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,106,2000,32.75,R, ,0, , ,F, ,,1210,1,1310,88,F,28312A,F, ,F,,,,1210,0.88331,2.808,F, ,,  R, RR,31, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,375,1000,44.5,R, ,0, , ,F, ,,1210,1,1310,37,F,28312B,F, ,F,,,,1210,1.55627,2.808,F, ,,  R, RR,31, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,211,1000,67.35,R, ,0, , ,F, ,,1210,1,1310,25,F,28312C,F, ,F,,,,1210,1.38434,2.808,F, ,,  R, RR,31, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,699,2000,227.892,R, ,0, , ,F, ,,1210,1,1310,91,F,28331A,F, ,F,,,,1210,2.394,2.808,F, ,,  R, RR,33, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,668,1000,198.53,R, ,0, , ,F, ,,1210,1,1310,38,F,28331B,F, ,F,,,,1210,1.96493,2.808,F, ,,  R, RR,33, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,460,1000,73.32,R, ,0, , ,F, ,,1210,1,1310,60,F,28331C,F, ,F,,,,1210,1.96493,2.808,F, ,,  R, RR,33, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,786,2000,454.4,R, ,0, , ,F, ,,1210,1,1310,61,F,28332A,F, ,F,,,,1210,2.4624,2.808,F, ,,  R, RR,33, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,474,1000,75.6,R, ,0, , ,F, ,,1210,1,1310,23,F,28332B,F, ,F,,,,1210,1.87386,2.808,F, ,,  R, RR,33, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,863,1000,272.4,R, ,0, , ,F, ,,1210,1,1310,19,F,28332C,F, ,F,,,,1210,1.43856,2.808,F, ,,  R, RR,33, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,169,2000,57.44,R, ,0, , ,F, ,,1210,1,1310,30,F,28351A,F, ,F,,,,1210,1.90304,2.808,F, ,,  R, RR,35, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,50,1000,10.87,R, ,0, , ,F, ,,1210,1,1310,63,F,28351B,F, ,F,,,,1210,1.35369,2.808,F, ,,  R, RR,35, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,652,1000,108,R, ,0, , ,F, ,,1210,1,1310,68,F,28351C,F, ,F,,,,1210,1.76256,2.808,F, ,,  R, RR,35, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,100,2000,77.3,R, ,0, , ,F, ,,1210,1,1310,98,F,28352A,F, ,F,,,,1210,1.86576,2.808,F, ,,  R, RR,35, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,623,1000,186.75,R, ,0, , ,F, ,,1210,1,1310,78,F,28352B,F, ,F,,,,1210,2.37405,2.808,F, ,,  R, RR,35, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,586,1000,172.7,R, ,0, , ,F, ,,1210,1,1310,54,F,28352C,F, ,F,,,,1210,2.23839,2.808,F, ,,  R, RR,35, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,2000,0,R, ,0, , ,F, ,,1210,1,0,58,F,29011A,F, ,F,,,,1210,0,2.808,F, ,,  R, SS,1, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,69,F,29011B,F, ,F,,,,1210,0,2.808,F, ,,  R, SS,1, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1,1000,0,R, ,0, , ,F, ,,1210,1,1310,55,F,29011C,F, ,F,,,,1210,0,2.808,F, ,,  R, SS,1, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,2000,0,R, ,0, , ,F, ,,1210,1,0,3,F,29012A,F, ,F,,,,1210,0,2.808,F, ,,  R, SS,1, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,78,F,29012B,F, ,F,,,,1210,0,2.808,F, ,,  R, SS,1, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1,1000,0,R, ,0, , ,F, ,,1210,1,1300,15,F,29012C,F, ,F,,,,1210,0,2.808,F, ,,  R, SS,1, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,2000,0,R, ,0, , ,F, ,,1210,1,0,82,F,29031A,F, ,F,,,,1210,0,2.808,F, ,,  R, SS,3, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,36,F,29031B,F, ,F,,,,1210,0,2.808,F, ,,  R, SS,3, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1,1000,0,R, ,0, , ,F, ,,1210,1,1300,77,F,29031C,F, ,F,,,,1210,0,2.808,F, ,,  R, SS,3, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,2000,0,R, ,0, , ,F, ,,1210,1,0,51,F,29032A,F, ,F,,,,1210,4.22585,2.808,F, ,,  R, SS,3, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1,1000,0,R, ,0, , ,F, ,,1210,1,0,87,F,29032B,F, ,F,,,,1210,0,2.808,F, ,,  R, SS,3, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,48,F,29032C,F, ,F,,,,1210,0,2.808,F, ,,  R, SS,3, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,2000,0,R, ,0, , ,F, ,,1210,1,0,87,F,29051A,F, ,F,,,,1210,2.58854,2.808,F, ,,  R, SS,5, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,81,F,29051B,F, ,F,,,,1210,0,2.808,F, ,,  R, SS,5, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,57,F,29051C,F, ,F,,,,1210,0,2.808,F, ,,  R, SS,5, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,2000,0,R, ,0, , ,F, ,,1210,1,0,50,F,29052A,F, ,F,,,,1210,0,2.808,F, ,,  R, SS,5, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,71,F,29052B,F, ,F,,,,1210,2.33341,2.808,F, ,,  R, SS,5, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,77,F,29052C,F, ,F,,,,1210,0,2.808,F, ,,  R, SS,5, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,2000,0,R, ,0, , ,F, ,,1210,1,0,86,F,30021A,F, ,F,,,,1210,0,2.808,F, ,,  R, TT,2, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1,1000,0,R, ,0, , ,F, ,,1210,1,1300,89,F,30021B,F, ,F,,,,1210,0,2.808,F, ,,  R, TT,2, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1,1000,0,R, ,0, , ,F, ,,1210,1,1300,34,F,30021C,F, ,F,,,,1210,0,2.808,F, ,,  R, TT,2, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,2000,0,R, ,0, , ,F, ,,1210,1,0,57,F,30022A,F, ,F,,,,1210,0,2.808,F, ,,  R, TT,2, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,97,F,30022B,F, ,F,,,,1210,0,2.808,F, ,,  R, TT,2, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,56,F,30022C,F, ,F,,,,1210,0,2.808,F, ,,  R, TT,2, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,2000,0,R, ,0, , ,F, ,,1210,1,0,11,F,30041A,F, ,F,,,,1210,0,2.808,F, ,,  R, TT,4, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1,1000,0,R, ,0, , ,F, ,,1210,1,1300,57,F,30041B,F, ,F,,,,1210,0,2.808,F, ,,  R, TT,4, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,60,F,30041C,F, ,F,,,,1210,0,2.808,F, ,,  R, TT,4, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,2000,0,R, ,0, , ,F, ,,1210,1,0,86,F,30042A,F, ,F,,,,1210,0,2.808,F, ,,  R, TT,4, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1,1000,0,R, ,0, , ,F, ,,1210,1,1300,81,F,30042B,F, ,F,,,,1210,0,2.808,F, ,,  R, TT,4, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,73,F,30042C,F, ,F,,,,1210,0,2.808,F, ,,  R, TT,4, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,2000,0,R, ,0, , ,F, ,,1210,1,0,3,F,30061A,F, ,F,,,,1210,1.93222,2.808,F, ,,  R, TT,6, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,58,F,30061B,F, ,F,,,,1210,0.00169,2.808,F, ,,  R, TT,6, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,60,F,30061C,F, ,F,,,,1210,0.80165,2.808,F, ,,  R, TT,6, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,2000,0,R, ,0, , ,F, ,,1210,1,0,31,F,30062A,F, ,F,,,,1210,0,2.808,F, ,,  R, TT,6, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,67,F,30062B,F, ,F,,,,1210,0,2.808,F, ,,  R, TT,6, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,9,F,30062C,F, ,F,,,,1210,0,2.808,F, ,,  R, TT,6, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,2000,0,R, ,0, , ,F, ,,1210,1,0,7,F,30011A,F, ,F,,,,1210,0,2.808,F, ,,  R, TT,1, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,24,F,30011B,F, ,F,,,,1210,0,2.808,F, ,,  R, TT,1, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,70,F,30011C,F, ,F,,,,1210,0,2.808,F, ,,  R, TT,1, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,2000,0,R, ,0, , ,F, ,,1210,1,0,71,F,30012A,F, ,F,,,,1210,0,2.808,F, ,,  R, TT,1, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1,1000,0,R, ,0, , ,F, ,,1210,1,1300,46,F,30012B,F, ,F,,,,1210,0,2.808,F, ,,  R, TT,1, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,61,F,30012C,F, ,F,,,,1210,0,2.808,F, ,,  R, TT,1, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,2000,0,R, ,0, , ,F, ,,1210,1,0,62,F,30031A,F, ,F,,,,1210,0,2.808,F, ,,  R, TT,3, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,7,F,30031B,F, ,F,,,,1210,0,2.808,F, ,,  R, TT,3, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,16,F,30031C,F, ,F,,,,1210,0,2.808,F, ,,  R, TT,3, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,25,2000,48.2,R, ,0, , ,F, ,,1210,1,1310,5,F,30032A,F, ,F,,,,1210,0,2.808,F, ,,  R, TT,3, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
