item,des,externalid,owner,hits,units,aveunitday,cases,pallets,cube,unitpcase,dayshit,physqty,contnum,familycode,ti,hi,majgroup,mingroup,catagory,loccode,aisle,bay,level,position
"          10","Freight & Handling Charge","10","LAD",1,1,1.000,0.001,0.000,0.000000,1000,1,78.000,"0","",5,5,"KD","099","","  R"," AA"," 11"," 1"," 2"
"         10R","Freight for Reps Samples","10R","LAD",62,1,0.063,0.010,0.000,0.000000,100,16,518.000,"","",5,5,"","","","  R"," Z9"," 97"," 1"," 3"
"        ZLAB","LABOUR","ZLAB","LAD",18,99,19.800,0.020,0.001,0.000000,5000,5,31484.000,"0","",5,5,"KD","100","","  R"," Z9"," 99"," C"," 9"
"       10007","Marine Navy PVC Apron","10007","LAD",8,4,0.571,0.040,0.002,0.013230,100,7,140.000,"0","SML",5,5,"KD","002","","  R"," CC"," 33"," 3"," 1"
"       11501","Navy Stripe Large PVC Apron","11501","LAD",38,4,0.400,0.111,0.004,0.112700,36,10,132.000,"4","SML",5,5,"KD","002","","  R"," BB"," 33"," 3"," 4"
"       11503","Red Stripe Large PVC Apron","11503","LAD",1,4,4.000,0.111,0.004,0.005120,36,1,0.000,"","",5,5,"KD","002","","  R"," BB"," 34"," 3"," 7"
"       11566","Penny Red Coated Fabric Apron","       11566","LAD",1,4,4.000,0.111,0.004,0.004460,36,1,24.000,"","",5,5,"KD","002","","  R"," EE"," 46"," 2"," 2"
"       11571","Lillian Coated Fabric Apron","       11571","LAD",1,4,4.000,0.111,0.004,0.004320,36,1,47.000,"","",5,5,"KD","002","","  R"," EE"," 45"," 4"," 4"
"       13105","Black Fabric Apron","13105","LAD",11,8,2.667,0.111,0.004,0.080640,72,3,2.000,"4","SML",5,5,"KD","003","","  R"," BB"," 33"," 3"," 6"
"       13112","Number 1 Best Dad Apron","       13112","LAD",6,8,4.000,0.111,0.005,0.038280,72,2,192.000,"","",6,4,"KD","005","","  R"," EE"," 45"," 4"," 2"
"       13112","Number 1 Best Dad Apron","       13112","LAD",1,2,2.000,0.028,0.001,0.001600,72,1,192.000,"","",6,4,"KD","005","","  R"," HH"," 46"," 2"," 1"
"       16008","Jute Assorted Produce Bag Set","       16008","LAD",4,20,5.000,0.417,0.017,0.091860,48,4,190.000,"","",5,5,"KD","060","","  R"," DD"," 29"," 2"," 5"
"       16024","Eco Recycled Natural Fabric Produ","       16024","LAD",2,6,3.000,0.250,0.010,0.012800,24,2,1933.000,"","",6,4,"KD","060","","  R"," EE"," 31"," 3"," 2"
"       16025","Eco Recycled Natural Mesh Produce","       16025","LAD",6,1,0.167,0.042,0.002,0.039100,24,6,1168.000,"","",6,4,"KD","060","","  R"," EE"," 31"," 2"," 6"
"       16025","Eco Recycled Natural Mesh Produce","       16025","LAD",1,1,1.000,0.042,0.002,0.001910,24,1,1168.000,"","",6,4,"KD","060","","  R"," NN"," 39"," C"," 2"
"       16026","Eco Recycled Charcoal Fabric Prod","       16026","LAD",3,6,2.000,0.250,0.010,0.024570,24,3,939.000,"","",6,4,"KD","060","","  R"," EE"," 31"," 1"," 4"
"       16027","Eco Recycled Charcoal Mesh Produc","       16027","LAD",2,12,6.000,0.500,0.021,0.053360,24,2,334.000,"","",6,4,"KD","060","","  R"," EE"," 33"," 2"," 1"
"       16028","Eco Assorted 3pce Set Beeswax Wra","       16028","LAD",2,12,6.000,0.125,0.005,0.005880,96,2,1092.000,"","",6,4,"KD","060","","  R"," EE"," 41"," 2"," 6"
"       16032","Eco Recycled PET Leopard Print Sh","       16032","LAD",2,60,30.000,0.303,0.012,0.013730,198,2,39.000,"","",5,5,"KD","060","","  R"," FF"," 32"," 1"," 1"
"       16032","Eco Recycled PET Leopard Print Sh","       16032","LAD",1,1,1.000,0.005,0.000,0.000230,198,1,39.000,"","",5,5,"KD","060","","  R"," Z9"," 99"," C"," 9"
"       16034","Eco Recycled PET Rainbows Shoppin","       16034","LAD",1,6,6.000,0.030,0.001,0.001250,198,1,153.000,"","",5,5,"KD","060","","  R"," FF"," 32"," 1"," 3"
"       16044","Eco Recycled PET Be A Nice Human","       16044","LAD",1,6,6.000,0.030,0.001,0.001250,198,1,23.000,"","",5,5,"KD","060","","  R"," FF"," 30"," 3"," 2"
"       16045","Eco Recycled PET Eat Green Shoppi","       16045","LAD",1,5,5.000,0.025,0.001,0.001170,198,1,2.000,"","",5,5,"KD","060","","  R"," HH"," 45"," 3","18"
"       16051","Eco Recycled Green Fabric Produce","       16051","LAD",2,6,3.000,0.250,0.010,0.026680,24,2,546.000,"","",6,4,"KD","060","","  R"," HH"," 37"," 3"," 1"
"       16052","Eco Recycled Green Mesh Produce B","       16052","LAD",3,6,2.000,0.250,0.010,0.024570,24,3,387.000,"","",6,4,"KD","060","","  R"," EE"," 27"," 1"," 2"
"       16053","ECO STORE IT CLEAR SNACK ZIP LOCK","       16053","LAD",2,6,3.000,0.125,0.005,0.013660,48,2,777.000,"","",6,4,"KD","060","","  R"," EE"," 27"," 3"," 1"
"       16053","ECO STORE IT CLEAR SNACK ZIP LOCK","       16053","LAD",2,2,1.000,0.042,0.002,0.002910,48,2,777.000,"","",6,4,"KD","060","","  R"," HH"," 43"," 3","12"
"       16054","ECO STORE IT CLEAR SANDWICH ZIP L","       16054","LAD",1,6,6.000,0.250,0.010,0.007960,24,1,736.000,"","",6,4,"KD","060","","  R"," EE"," 27"," 3"," 2"
"       16054","ECO STORE IT CLEAR SANDWICH ZIP L","       16054","LAD",1,2,2.000,0.083,0.003,0.002280,24,1,736.000,"","",6,4,"KD","060","","  R"," MM"," 12"," C"," 2"
"       16054","ECO STORE IT CLEAR SANDWICH ZIP L","       16054","LAD",1,3,3.000,0.125,0.005,0.003420,24,1,736.000,"","",6,4,"KD","060","","  R"," HH"," 37"," 2"," 2"
"       16060","ECO STORE IT NAVY SANDWICH ZIP LO","       16060","LAD",2,1,0.500,0.042,0.002,0.002280,24,2,945.000,"","",6,4,"KD","060","","  R"," HH"," 38"," 2"," 4"
"       16063","ECO STORE IT GREEN SANDWICH ZIP L","       16063","LAD",1,3,3.000,0.125,0.005,0.003420,24,1,923.000,"","",6,4,"KD","060","","  R"," HH"," 48"," 2"," 9"
"       16065","ECO STORE IT ASSORTED IN SRT SNAC","       16065","LAD",4,12,6.000,0.250,0.010,0.052320,48,2,360.000,"","",6,4,"KD","060","","  R"," EE"," 27"," 2"," 2"
"       16066","ECO STORE IT ASSORTED IN SRT SAND","       16066","LAD",7,12,3.000,0.500,0.021,0.110390,24,4,48.000,"","",6,4,"KD","060","","  R"," EE"," 27"," 2"," 3"
"       22015","Magic Grip - Black Super Saver 30","22015","LAD",1,1,1.000,0.083,0.003,0.004460,12,1,754.000,"","",5,5,"KD","027","","  R"," LL"," 39"," A"," 2"
"       22015","Magic Grip - Black Super Saver 30","22015","LAD",1,1,1.000,0.083,0.003,0.004460,12,1,754.000,"","",5,5,"KD","027","","  R"," FF"," 44"," B"," 2"
"       22015","Magic Grip - Black Super Saver 30","22015","LAD",2,5,5.000,0.417,0.017,0.047570,12,1,754.000,"","",5,5,"KD","027","","  R"," LL"," 37"," B"," 1"
"       22025","Twinpack Magic Liner- Taupe 30cm","22025","LAD",28,12,1.091,0.500,0.020,0.848400,24,11,840.000,"","",5,5,"KD","027","","  R"," CC"," 34"," 1"," 6"
"       22026","Magic Fresh Liner - Clear 50cm x","22026","LAD",41,12,1.091,0.500,0.020,1.107000,24,11,1369.000,"","",5,5,"KD","027","","  R"," BB"," 37"," 3"," 6"
"       30433","Microfibre Sage Kitchen Towel","       30433","LAD",1,48,48.000,0.667,0.028,0.026400,72,1,0.000,"","",6,4,"KD","015","","  R"," DD"," 44"," 3"," 3"
"       30433","Microfibre Sage Kitchen Towel","       30433","LAD",1,24,24.000,0.333,0.014,0.013200,72,1,0.000,"","",6,4,"KD","015","","  R"," QQ"," 11"," D"," 1"
"       30434","MICROFIBRE GREY KITCHEN TOWEL","","LAD",6,12,3.000,0.167,0.007,0.040590,72,4,1678.000,"","",6,4,"","","","  R"," CC"," 29"," 3"," 1"
"       30435","MICROFIBRE NAVY KITCHEN TOWEL","","LAD",2,12,6.000,0.167,0.007,0.013200,72,2,1752.000,"","",6,4,"","","","  R"," CC"," 23"," 3"," 5"
"       30502","BELLA CASA RED BRICK KITCHEN TOWE","","LAD",8,12,2.000,0.125,0.005,0.047400,96,6,1690.000,"","",6,4,"","","","  R"," DD"," 42"," 4"," 6"
"       30503","BELLA CASA GUM LEAF KITCHEN TOWEL","","LAD",8,12,1.714,0.125,0.005,0.055920,96,7,1675.000,"","",6,4,"","","","  R"," DD"," 43"," 2"," 3"
"       30504","BELLA CASA MUSTARD KITCHEN TOWEL","","LAD",5,12,2.400,0.125,0.005,0.032400,96,5,1769.000,"","",6,4,"","","","  R"," DD"," 43"," 2"," 4"
"       30504","BELLA CASA MUSTARD KITCHEN TOWEL","","LAD",1,6,6.000,0.063,0.003,0.006120,96,1,1769.000,"","",6,4,"","","","  R"," NN"," 47"," C"," 1"
"       30551","Microfibre Black 35x35cm 3pk Dish","       30551","LAD",20,3,0.250,0.042,0.002,0.093840,72,12,521.000,"","",5,5,"KD","015","","  R"," EE"," 30"," 1"," 4"
"       30551","Microfibre Black 35x35cm 3pk Dish","       30551","LAD",5,1,0.250,0.014,0.001,0.011760,72,4,521.000,"","",5,5,"KD","015","","  R"," HH"," 43"," 3","16"
"       30553","MICROFIBRE STONE 35X35CM 3PK DISH","       30553","LAD",8,12,1.500,0.167,0.007,0.037410,72,8,742.000,"","",5,5,"KD","015","","  R"," EE"," 21"," 2"," 5"
"       30553","MICROFIBRE STONE 35X35CM 3PK DISH","       30553","LAD",1,8,8.000,0.111,0.004,0.013440,72,1,742.000,"","",5,5,"KD","015","","  R"," HH"," 44"," 3"," 7"
"       30553","MICROFIBRE STONE 35X35CM 3PK DISH","       30553","LAD",2,4,4.000,0.056,0.002,0.008400,72,1,742.000,"","",5,5,"KD","015","","  R"," NN"," 44"," A"," 2"
"       30553","MICROFIBRE STONE 35X35CM 3PK DISH","       30553","LAD",3,3,1.000,0.042,0.002,0.010080,72,3,742.000,"","",5,5,"KD","015","","  R"," HH"," 47"," 3"," 3"
"       30561","Madison Printed Kitchen Towel","  ZZDEL22647","LAD",12,6,0.667,0.083,0.003,0.071480,72,9,354.000,"","",5,5,"KD","013","","  R"," DD"," 48"," 4"," 3"
"       30562","Madison Assorted 3pk Kitchen Towe","  ZZDEL22648","LAD",8,6,0.857,0.083,0.003,0.049140,72,7,179.000,"","",5,5,"KD","013","","  R"," DD"," 48"," 4"," 6"
"       30562","Madison Assorted 3pk Kitchen Towe","  ZZDEL22648","LAD",1,1,1.000,0.014,0.001,0.000710,72,1,179.000,"","",5,5,"KD","013","","  R"," MM","  8"," B"," 2"
"       32180","Mason Jumbo Navy 2pk Kitchen Towe","       32180","LAD",7,12,2.000,0.250,0.010,0.112800,48,6,551.000,"","",5,5,"KD","013","","  R"," DD"," 28"," 3"," 5"
"       32180","Mason Jumbo Navy 2pk Kitchen Towe","       32180","LAD",1,5,5.000,0.104,0.004,0.004000,48,1,551.000,"","",5,5,"KD","013","","  R"," HH"," 43"," 4","14"
"       32231","Mason Jumbo Charcoal 2pk Kitchen","       32231","LAD",6,12,2.000,0.250,0.010,0.068400,48,6,115.000,"","",5,5,"KD","013","","  R"," FF"," 24"," 1"," 5"
"       32231","Mason Jumbo Charcoal 2pk Kitchen","       32231","LAD",1,4,4.000,0.083,0.003,0.003610,48,1,115.000,"","",5,5,"KD","013","","  R"," HH"," 46"," 4"," 2"
"       32955","Butcher Stripe Series II Black 2p","       32955","LAD",3,12,6.000,0.167,0.007,0.051840,72,2,311.000,"","",5,5,"KD","013","","  R"," DD"," 28"," 2"," 2"
"       32955","Butcher Stripe Series II Black 2p","       32955","LAD",1,1,1.000,0.014,0.001,0.000920,72,1,311.000,"","",5,5,"KD","013","","  R"," HH"," 42"," 3","19"
"       32956","Butcher Stripe Series II Red 2pk","       32956","LAD",3,12,6.000,0.167,0.007,0.036720,72,2,710.000,"","",5,5,"KD","013","","  R"," DD"," 33"," 2"," 3"
"       32956","Butcher Stripe Series II Red 2pk","       32956","LAD",1,1,1.000,0.014,0.001,0.001440,72,1,710.000,"","",5,5,"KD","013","","  R"," HH"," 43"," 3","21"
"       32957","Butcher Stripe Series II Navy 2pk","       32957","LAD",1,24,24.000,0.333,0.013,0.020740,72,1,0.000,"","",5,5,"KD","013","","  R"," DD"," 28"," 2"," 3"
"       33090","Eco Recycled Light Grey 2pk Kitch","       33090","LAD",1,12,12.000,0.250,0.010,0.019000,48,1,966.000,"","",5,5,"KD","013","","  R"," EE"," 30"," 2"," 1"
"       33091","Eco Recycled Charcoal 2pk Kitchen","       33091","LAD",6,12,6.000,0.250,0.010,0.114000,48,2,0.000,"","",5,5,"KD","013","","  R"," EE"," 30"," 2"," 4"
"       33091","Eco Recycled Charcoal 2pk Kitchen","       33091","LAD",2,9,9.000,0.188,0.008,0.024300,48,1,0.000,"","",5,5,"KD","013","","  R"," HH"," 42"," 1","19"
"       33191","Kiss The Cook Terry Mustard 2pk K","       33191","LAD",1,8,8.000,0.167,0.007,0.017920,48,1,0.000,"","",6,4,"KD","013","","  R"," HH"," 41"," 1","21"
"       33196","Stripes Terry Charcoal 2pk Kitche","       33196","LAD",2,12,12.000,0.250,0.010,0.042620,48,1,165.000,"","",6,4,"KD","013","","  R"," DD"," 26"," 3"," 5"
"       33205","Eco Recycled Navy 2pk Kitchen Tow","       33205","LAD",9,9,1.800,0.188,0.008,0.165500,48,5,563.000,"","",6,4,"KD","013","","  R"," EE"," 31"," 1"," 1"
"       33205","Eco Recycled Navy 2pk Kitchen Tow","       33205","LAD",1,3,3.000,0.063,0.003,0.004050,48,1,563.000,"","",6,4,"KD","013","","  R"," HH"," 40"," 2","21"
"       33206","Eco Recycled Blue 2pk Kitchen Tow","       33206","LAD",2,1,0.500,0.021,0.001,0.002700,48,2,1078.000,"","",6,4,"KD","013","","  R"," HH"," 41"," 4"," 6"
"       33207","Eco Recycled Natural 2pk Kitchen","       33207","LAD",1,12,12.000,0.250,0.010,0.019000,48,1,124.000,"","",6,4,"KD","013","","  R"," FF"," 23"," 1"," 3"
"       33256","Abode Adventures 2pk Kitchen Towe","       33256","LAD",12,24,8.000,0.333,0.014,0.234960,72,3,1800.000,"","",6,4,"KD","013","","  R"," EE"," 41"," 3"," 1"
"       33261","Grown Ivy Assorted 3pk Kitchen To","       33261","LAD",12,24,12.000,0.667,0.028,0.255720,36,2,554.000,"","",6,4,"KD","013","","  R"," EE"," 27"," 1"," 6"
"       33263","Villa Colourful Life Assorted 2pk","       33263","LAD",14,24,8.000,0.333,0.014,0.310560,72,3,2066.000,"","",6,4,"KD","013","","  R"," EE"," 23"," 3"," 5"
"       33263","Villa Colourful Life Assorted 2pk","       33263","LAD",4,10,5.000,0.139,0.006,0.033600,72,2,2066.000,"","",6,4,"KD","013","","  R"," NN"," 45"," C"," 1"
"       33264","Sunday Market Assorted 2pk Kitche","       33264","LAD",8,24,6.000,0.333,0.014,0.156640,72,4,618.000,"","",6,4,"KD","013","","  R"," EE"," 29"," 3"," 3"
"       33266","Grown Fruit and Veggie 2pk Kitche","       33266","LAD",9,24,4.800,0.333,0.014,0.466560,72,5,180.000,"","",6,4,"KD","013","","  R"," EE"," 31"," 3"," 6"
"       33322","Tierra Assorted 2pk Kitchen Towel","       33322","LAD",4,24,6.000,0.333,0.014,0.025910,72,4,984.000,"","",6,4,"KD","013","","  R"," FF"," 48"," 1"," 2"
"       33335","Eco Check Grey 2pk Kitchen Towel","       33335","LAD",7,48,8.000,0.667,0.028,0.082280,72,6,460.000,"","",6,4,"KD","013","","  R"," EE"," 27"," 1"," 4"
"       33336","Eco Check Charcoal 2pk Kitchen To","       33336","LAD",6,24,4.000,0.333,0.014,0.065820,72,6,346.000,"","",6,4,"KD","013","","  R"," EE"," 27"," 2"," 4"
"       33337","Eco Check Green 2pk Kitchen Towel","       33337","LAD",7,12,2.400,0.167,0.007,0.074610,72,5,1051.000,"","",6,4,"KD","013","","  R"," EE"," 27"," 2"," 5"
"       33337","Eco Check Green 2pk Kitchen Towel","       33337","LAD",1,1,1.000,0.014,0.001,0.000560,72,1,1051.000,"","",6,4,"KD","013","","  R"," HH"," 43"," 3"," 3"
"       33338","Melanie Amore Aqua 2pk Kitchen To","       33338","LAD",4,36,9.000,0.750,0.031,0.097200,48,4,240.000,"","",6,4,"KD","013","","  R"," EE"," 21"," 1"," 2"
"       33338","Melanie Amore Aqua 2pk Kitchen To","       33338","LAD",1,3,3.000,0.063,0.003,0.005050,48,1,240.000,"","",6,4,"KD","013","","  R"," LL"," 29"," D"," 2"
"       33338","Melanie Amore Aqua 2pk Kitchen To","       33338","LAD",1,9,9.000,0.188,0.008,0.015150,48,1,240.000,"","",6,4,"KD","013","","  R"," NN"," 28"," A"," 2"
"       33339","Melanie Tierra Pink 2pk Kitchen T","       33339","LAD",3,12,6.000,0.250,0.010,0.047250,48,2,180.000,"","",6,4,"KD","013","","  R"," EE"," 21"," 2"," 1"
"       33341","Melanie Revive Terracotta 2pk Kit","       33341","LAD",1,12,12.000,0.250,0.010,0.012960,48,1,24.000,"","",6,4,"KD","013","","  R"," EE"," 21"," 2"," 3"
"       33379","REPOSE FLORAL NAVY 2PK KITCHEN TO","","LAD",4,12,6.000,0.250,0.010,0.033320,48,2,600.000,"","",6,4,"","","","  R"," DD"," 28"," 3"," 6"
"       33380","REPOSE FLORAL CHARCOAL 2PK KITCHE","","LAD",4,12,6.000,0.250,0.010,0.033320,48,2,564.000,"","",6,4,"","","","  R"," DD"," 28"," 4"," 3"
"       33381","REPOSE CHECK NAVY 3PK KITCHEN TOW","","LAD",4,12,6.000,0.250,0.010,0.047760,48,2,696.000,"","",6,4,"","","","  R"," DD"," 29"," 1"," 3"
"       33382","REPOSE CHECK TAUPE 3PK KITCHEN TO","","LAD",3,12,6.000,0.250,0.010,0.035820,48,2,720.000,"","",6,4,"","","","  R"," DD"," 29"," 1"," 5"
"       33383","REPOSE CHECK GUM LEAF 3PK KITCHEN","","LAD",5,12,4.000,0.250,0.010,0.049160,48,3,779.000,"","",6,4,"","","","  R"," CC"," 21"," 1"," 3"
"       33384","JASPER REPOSE NAVY 2PK KITCHEN TO","","LAD",4,12,3.000,0.250,0.010,0.058240,48,4,804.000,"","",6,4,"","","","  R"," DD"," 32"," 1"," 2"
"       33385","JASPER REPOSE GUM LEAF 2PK KITCHE","","LAD",6,12,2.000,0.250,0.010,0.073390,48,6,779.000,"","",6,4,"","","","  R"," DD"," 32"," 1"," 4"
"       33386","JASPER INTRINSIC RUST 2PK KITCHEN","","LAD",4,12,3.000,0.250,0.010,0.057400,48,4,838.000,"","",6,4,"","","","  R"," DD"," 32"," 4"," 2"
"       33387","INTRINSIC TEXT RUST 3PK KITCHEN T","","LAD",3,12,4.000,0.250,0.010,0.044800,48,3,924.000,"","",6,4,"","","","  R"," DD"," 32"," 4"," 3"
"       33388","INTRINSIC TEXT GREEN 3PK KITCHEN","","LAD",3,12,4.000,0.250,0.010,0.044800,48,3,924.000,"","",6,4,"","","","  R"," DD"," 32"," 4"," 4"
"       33389","INTRINSIC BOLD RUST 2PK KITCHEN T","","LAD",5,12,2.400,0.167,0.007,0.027440,72,5,882.000,"","",6,4,"","","","  R"," CC"," 21"," 1"," 6"
"       33390","INTRINSIC BOLD GREEN 2PK KITCHEN","","LAD",6,12,2.000,0.167,0.007,0.034720,72,6,851.000,"","",6,4,"","","","  R"," CC"," 22"," 1"," 6"
"       33391","INTRINSIC BOLD CHARCOAL 2PK KITCH","","LAD",3,12,6.000,0.167,0.007,0.025200,72,2,852.000,"","",6,4,"","","","  R"," DD"," 34"," 4"," 6"
"       33391","INTRINSIC BOLD CHARCOAL 2PK KITCH","","LAD",2,1,0.500,0.014,0.001,0.008960,72,2,852.000,"","",6,4,"","","","  R"," CC"," 43"," 2"," 1"
"       33392","LINEAR GEOMETRIC GREY 2PK KITCHEN","","LAD",2,12,6.000,0.167,0.007,0.039200,72,2,1056.000,"","",6,4,"","","","  R"," EE"," 28"," 1"," 1"
"       33393","LINEAR GEOMETRIC COBALT 2PK KITCH","","LAD",2,12,6.000,0.167,0.007,0.039200,72,2,1068.000,"","",6,4,"","","","  R"," EE"," 28"," 1"," 2"
"       33396","LINEAR WOVEN GREY 3PK KITCHEN TOW","","LAD",1,12,12.000,0.250,0.010,0.011200,48,1,1138.000,"","",6,4,"","","","  R"," EE"," 28"," 1"," 3"
"       33398","LINEAR WOVEN BLUSH 3PK KITCHEN TO","","LAD",1,12,12.000,0.250,0.010,0.011200,48,1,1128.000,"","",6,4,"","","","  R"," EE"," 28"," 1"," 5"
"       33399","LINEAR WOVEN GREEN 3PK KITCHEN TO","","LAD",1,12,12.000,0.250,0.010,0.011200,48,1,1127.000,"","",6,4,"","","","  R"," EE"," 28"," 1"," 6"
"       33399","LINEAR WOVEN GREEN 3PK KITCHEN TO","","LAD",1,1,1.000,0.021,0.001,0.001400,48,1,1127.000,"","",6,4,"","","","  R"," NN"," 10"," C"," 2"
"       33402","BAKE IT INTRINSIC TERRACOTTA 5PK","","LAD",2,12,6.000,0.500,0.021,0.027230,24,2,632.000,"","",6,4,"","","","  R"," EE"," 28"," 2"," 1"
"       33403","BAKE IT REPOSE NAVY 5PK KITCHEN T","","LAD",1,12,12.000,0.500,0.021,0.020610,24,1,624.000,"","",6,4,"","","","  R"," EE"," 28"," 2"," 2"
"       33407","BENSON CHARCOAL MICROFIBRE 4PK KI","","LAD",27,1,0.063,0.028,0.001,0.461140,36,16,512.000,"","",6,4,"","","","  R"," CC"," 28"," 1"," 2"
"       33408","BENSON TAUPE MICROFIBRE 4PK KITCH","","LAD",13,24,2.400,0.667,0.028,0.296120,36,10,1288.000,"","",6,4,"","","","  R"," CC"," 29"," 2"," 2"
"       33409","BENSON TEAL MICROFIBRE 4PK KITCHE","","LAD",9,24,3.000,0.667,0.028,0.152300,36,8,1614.000,"","",6,4,"","","","  R"," CC"," 29"," 2"," 3"
"       33410","BENSON PINK SAND MICROFIBRE 4PK K","","LAD",6,24,4.000,0.667,0.028,0.145940,36,6,1819.000,"","",6,4,"","","","  R"," CC"," 29"," 2"," 4"
"       33411","BENSON BLUE MICROFIBRE 4PK KITCHE","","LAD",10,24,4.000,0.667,0.028,0.202360,36,6,1492.000,"","",6,4,"","","","  R"," CC"," 29"," 2"," 5"
"       33412","BENSON OLIVE GREEN MICROFIBRE 4PK","","LAD",12,24,2.400,0.667,0.028,0.204480,36,10,1289.000,"","",6,4,"","","","  R"," CC"," 28"," 1"," 3"
"       33413","MASON GUM LEAF 2PK KITCHEN TOWEL","","LAD",5,12,2.400,0.250,0.010,0.059040,48,5,1098.000,"","",6,4,"","","","  R"," DD"," 43"," 3"," 2"
"       33414","MASON VANILLA 2PK KITCHEN TOWEL","","LAD",2,1,0.500,0.021,0.001,0.015990,48,2,1187.000,"","",6,4,"","","","  R"," DD"," 43"," 4"," 6"
"       33419","ENTERTAINER NAVY 3PK KITCHEN TOWE","","LAD",9,12,4.000,0.250,0.010,0.123200,48,3,1080.000,"","",6,4,"","","","  R"," CC"," 25"," 3"," 4"
"       33420","ENTERTAINER BLUE 3PK KITCHEN TOWE","","LAD",9,12,4.000,0.250,0.010,0.123200,48,3,1092.000,"","",6,4,"","","","  R"," CC"," 26"," 2"," 6"
"       33431","PROF. SERIES III JUMBO BLACK KITC","","LAD",20,12,1.200,0.167,0.007,0.172000,72,10,1680.000,"","",6,4,"","","","  R"," CC"," 29"," 3"," 4"
"       33432","PROF. SERIES III JUMBO GREY KITCH","","LAD",14,12,1.500,0.167,0.007,0.124700,72,8,1678.000,"","",6,4,"","","","  R"," CC"," 29"," 3"," 5"
"       33433","PROF. SERIES III JUMBO NAVY KITCH","","LAD",8,12,2.400,0.167,0.007,0.075680,72,5,1788.000,"","",6,4,"","","","  R"," CC"," 29"," 3"," 6"
"       33434","PROF. SERIES III JUMBO TAUPE KITC","","LAD",8,12,2.400,0.167,0.007,0.075680,72,5,1824.000,"","",6,4,"","","","  R"," CC"," 30"," 2"," 2"
"       33435","PROF. SERIES III JUMBO RED KITCHE","","LAD",5,12,2.400,0.167,0.007,0.050740,72,5,2000.000,"","",6,4,"","","","  R"," CC"," 31"," 2"," 1"
"       33436","PROF. SERIES III STRIPE BLACK 3PK","","LAD",12,12,4.000,0.250,0.010,0.157080,48,3,852.000,"","",6,4,"","","","  R"," CC"," 31"," 2"," 2"
"       33437","PROF. SERIES III STRIPE NAVY 3PK","","LAD",11,12,4.000,0.250,0.010,0.143990,48,3,924.000,"","",6,4,"","","","  R"," CC"," 31"," 2"," 3"
"       33438","PROF. SERIES III STRIPE TAUPE 3PK","","LAD",4,12,4.000,0.250,0.010,0.052360,48,3,972.000,"","",6,4,"","","","  R"," CC"," 31"," 2"," 4"
"       40201","PROF. SERIES III PLAIN BLACK POT","","LAD",11,6,1.000,0.063,0.003,0.239930,96,6,493.000,"","",6,4,"","","","  R"," FF"," 34"," 3"," 4"
"       40201","PROF. SERIES III PLAIN BLACK POT","","LAD",1,1,1.000,0.010,0.000,0.007130,96,1,493.000,"","",6,4,"","","","  R"," OO"," 25"," C"," 1"
"       40202","PROF. SERIES III PLAIN BLACK OVEN","","LAD",12,6,0.857,0.063,0.003,0.078600,96,7,392.000,"","",6,4,"","","","  R"," FF"," 34"," 2"," 3"
"       40202","PROF. SERIES III PLAIN BLACK OVEN","","LAD",1,1,1.000,0.010,0.000,0.001240,96,1,392.000,"","",6,4,"","","","  R"," OO"," 22"," C"," 1"
"       40203","PROF. SERIES III PLAIN BLACK DOUB","","LAD",13,6,0.857,0.125,0.005,0.137260,48,7,503.000,"","",6,4,"","","","  R"," FF"," 34"," 3"," 1"
"       40205","PROF. SERIES III PLAIN GREY POT H","","LAD",4,6,2.000,0.063,0.003,0.093960,96,3,474.000,"","",6,4,"","","","  R"," FF"," 34"," 2"," 2"
"       40206","Paris Stripe White 135x180cm Tabl","  ZZDEL21063","LAD",6,6,2.000,0.063,0.003,0.043140,96,3,420.000,"","",5,5,"KD","018","","  R"," FF"," 34"," 2"," 1"
"       40207","Paris Stripe White 150x230cm Tabl","  ZZDEL21065","LAD",6,6,2.000,0.125,0.005,0.067680,48,3,576.000,"","",5,5,"KD","018","","  R"," CC"," 22"," 1"," 1"
"       40209","PROF. SERIES III STRIPE NAVY POT","  ZZDEL21069","LAD",21,6,1.000,0.100,0.004,0.056180,60,6,377.000,"","",5,5,"KD","018","","  R"," CC"," 31"," 2"," 5"
"       40210","Professional Red Pot Mit","ZZDEL1202","LAD",29,6,1.000,0.100,0.004,0.277140,60,6,300.000,"6","SML",5,5,"KD","007","","  R"," CC"," 31"," 2"," 6"
"       40211","Professional Red O/Glove","ZZDEL1203","LAD",31,6,1.000,0.100,0.004,0.442700,60,6,370.000,"6","SML",5,5,"KD","007","","  R"," CC"," 31"," 3"," 1"
"       40212","Professional Red D/Glove","ZZDEL1204","LAD",30,4,0.571,0.067,0.003,0.223720,60,7,384.000,"6","SML",5,5,"KD","007","","  R"," CC"," 31"," 3"," 2"
