ITEMID],[ITEMBARCODE],[QTY],[InnerBarcode],[InnerQty],[OuterBarcode],[OuterQty],[PalletBarcode],[PalletQty],[BCItemType],[BCInnerType],[BCOuterType],[BCPalletType],[InnerPfx],[OuterPfx],[PalletPfx],[MODIFIEDBY],[MODIFIEDDATETIME],[InnerModBy],[InnerModDT],[OuterModBy],[OuterModDT],[PalletModBy],[PalletModDT],[UnitTypItm],[UnitTypInnr],[UnitTypOutr],[UnitTypPllt],[ItemIDTyp],[ItemBCCfg],[InnerBCConfig],[OuterBCConfig],[PalletBCConfig],[DataAreaID],[ItemHeight],[ItemWidth],[ItemDepth],[ItemWeight],[InnerHeight],[InnerWidth],[InnerDepth],[InnerWeight],[OuterHeight],[OuterWidth],[OuterDepth],[OuterWeight],[PalletHeight],[PalletWidth],[PalletDepth],[PalletWeight],[InnerWMSQty],[OuterWMSQty],[PalletWMSQty],[INVENTDIMID],[Status]
90101/04,9314689540964,1.000000000000,19314689540961,0.000000000000,29314689540968,1.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2011-11-15 02:53:10.000,SY,2016-08-04 23:57:59.000,Admin,2018-06-05 22:03:22.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,500,500,1900,4200,0,0,0,0,500,500,2320,4200,0,0,0,0,0.000000000000,1.000000000000,1.000000000000,AllBlank,Seasonal
90104,9314689461979,1.000000000000,19314689461976,0.000000000000,29314689461973,1.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2011-11-15 02:51:29.000,SY,2015-06-19 07:30:28.000,WP,2011-12-05 00:00:37.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,280,460,690,5560,0,0,0,0,280,460,690,5560,0,0,0,0,0.000000000000,1.000000000000,1.000000000000,AllBlank,DeadSeason
90120,9314689530187,1.000000000000,19314689530184,0.000000000000,29314689530181,1.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2015-09-08 00:25:09.000,SY,2016-02-24 01:21:11.000,Admin,2015-09-08 00:25:10.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,560,670,680,24250,0,0,0,0,560,670,670,24250,0,0,0,0,0.000000000000,1.000000000000,1.000000000000,AllBlank,DeadSeason
519844,9314689899413,1.000000000000,19314689899410,6.000000000000,29314689899417,156.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-07-07 07:58:24.000,SY,2020-07-15 00:47:49.000,SY,2020-07-15 00:46:12.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.000000000000,156.000000000000,1.000000000000,AllBlank,Seasonal
519845,9314689899420,1.000000000000,19314689899427,6.000000000000,29314689899424,156.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-07-07 07:58:51.000,SY,2020-07-15 00:47:49.000,SY,2020-07-15 00:46:12.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.000000000000,156.000000000000,1.000000000000,AllBlank,Seasonal
519846,9314689899437,1.000000000000,19314689899434,6.000000000000,29314689899431,156.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-07-07 07:59:46.000,SY,2020-07-15 00:47:49.000,SY,2020-07-15 00:46:12.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.000000000000,156.000000000000,1.000000000000,AllBlank,Seasonal
519847,9314689899444,1.000000000000,19314689899441,6.000000000000,29314689899448,156.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-07-07 08:00:09.000,SY,2020-07-15 00:47:49.000,SY,2020-07-15 00:46:12.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.000000000000,156.000000000000,1.000000000000,AllBlank,Seasonal
519848,9314689899451,1.000000000000,19314689899458,6.000000000000,29314689899455,156.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-07-07 08:01:06.000,SY,2020-07-15 00:47:49.000,SY,2020-07-15 00:46:12.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.000000000000,156.000000000000,1.000000000000,AllBlank,Seasonal
519849,9314689899468,1.000000000000,19314689899465,6.000000000000,29314689899462,156.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-07-07 08:01:34.000,SY,2020-07-15 00:47:49.000,SY,2020-07-15 00:46:12.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.000000000000,156.000000000000,1.000000000000,AllBlank,Seasonal
519850,9314689899475,1.000000000000,19314689899472,6.000000000000,29314689899479,156.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-07-07 08:01:57.000,SY,2020-07-15 00:47:49.000,SY,2020-07-15 00:46:12.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.000000000000,156.000000000000,1.000000000000,AllBlank,Seasonal
519851,9314689899482,1.000000000000,19314689899489,6.000000000000,29314689899486,156.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-07-07 08:02:24.000,SY,2020-07-15 00:47:49.000,SY,2020-07-15 00:46:12.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.000000000000,156.000000000000,1.000000000000,AllBlank,Seasonal
519800,9314689898881,1.000000000000,19314689898888,4.000000000000,29314689898885,12.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-06-25 06:42:12.000,SY,2020-07-03 06:30:19.000,SY,2020-07-03 06:27:38.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.000000000000,12.000000000000,1.000000000000,AllBlank,Seasonal
519801,9314689898898,1.000000000000,19314689898895,4.000000000000,29314689898892,12.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-06-25 06:42:33.000,SY,2020-07-03 06:30:19.000,SY,2020-07-03 06:27:38.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.000000000000,12.000000000000,1.000000000000,AllBlank,Seasonal
519802,9314689898997,1.000000000000,19314689898994,6.000000000000,29314689898991,156.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-07-07 07:37:53.000,SY,2020-07-15 00:47:49.000,SY,2020-07-15 00:46:12.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.000000000000,156.000000000000,1.000000000000,AllBlank,Seasonal
519805,9314689899024,1.000000000000,19314689899021,6.000000000000,29314689899028,156.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-07-07 07:39:27.000,SY,2020-07-15 00:47:49.000,SY,2020-07-15 00:46:12.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.000000000000,156.000000000000,1.000000000000,AllBlank,Seasonal
519806,9314689899031,1.000000000000,19314689899038,6.000000000000,29314689899035,156.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-07-07 07:40:05.000,SY,2020-07-15 00:47:49.000,SY,2020-07-15 00:46:12.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.000000000000,156.000000000000,1.000000000000,AllBlank,Seasonal
519807,9314689899048,1.000000000000,19314689899045,6.000000000000,29314689899042,156.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-07-07 07:40:31.000,SY,2020-07-15 00:47:49.000,SY,2020-07-15 00:46:12.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.000000000000,156.000000000000,1.000000000000,AllBlank,Seasonal
519815,9314689899123,1.000000000000,19314689899120,6.000000000000,29314689899127,120.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-07-07 07:44:41.000,SY,2020-07-15 00:52:56.000,SY,2020-07-15 00:51:45.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.000000000000,120.000000000000,1.000000000000,AllBlank,Seasonal
519816,9314689899130,1.000000000000,19314689899137,6.000000000000,29314689899134,120.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-07-07 07:45:19.000,SY,2020-07-15 00:52:56.000,SY,2020-07-15 00:51:45.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.000000000000,120.000000000000,1.000000000000,AllBlank,Seasonal
519817,9314689899147,1.000000000000,19314689899144,6.000000000000,29314689899141,120.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-07-07 07:45:46.000,SY,2020-07-15 00:52:56.000,SY,2020-07-15 00:51:45.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.000000000000,120.000000000000,1.000000000000,AllBlank,Seasonal
519818,9314689899154,1.000000000000,19314689899151,6.000000000000,29314689899158,120.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-07-07 07:46:19.000,SY,2020-07-15 00:52:56.000,SY,2020-07-15 00:51:45.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.000000000000,120.000000000000,1.000000000000,AllBlank,Seasonal
519819,9314689899161,1.000000000000,19314689899168,6.000000000000,29314689899165,120.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-07-07 07:46:43.000,SY,2020-07-15 00:52:56.000,SY,2020-07-15 00:51:45.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.000000000000,120.000000000000,1.000000000000,AllBlank,Seasonal
519821,9314689899185,1.000000000000,19314689899182,6.000000000000,29314689899189,120.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-07-07 07:47:31.000,SY,2020-07-15 00:52:56.000,SY,2020-07-15 00:51:45.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.000000000000,120.000000000000,1.000000000000,AllBlank,Seasonal
11566,9314689704816,1.000000000000,19314689704813,4.000000000000,29314689704810,36.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2014-09-12 01:05:22.000,Admin,2019-10-04 02:06:15.000,SY,2016-04-01 05:05:53.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,10,300,360,200,40,310,360,1050,140,360,840,10340,0,0,0,0,4.000000000000,36.000000000000,1.000000000000,AllBlank,DeadSeason
11569,9314689704847,1.000000000000,19314689704844,4.000000000000,29314689704841,36.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-10-04 02:06:15.000,Admin,2019-10-04 02:06:15.000,Admin,2019-10-04 02:06:15.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,10,230,330,195,60,230,330,780,130,330,810,7690,0,0,0,0,4.000000000000,36.000000000000,1.000000000000,AllBlank,DeadSeason
11571,9314689704861,1.000000000000,19314689704868,4.000000000000,29314689704865,36.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2015-01-16 04:03:45.000,Admin,2019-10-04 02:06:15.000,Admin,2019-10-04 02:06:15.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,10,300,360,200,40,300,360,720,130,360,840,7340,0,0,0,0,4.000000000000,36.000000000000,1.000000000000,AllBlank,DeadSeason
13105,9314689102285,1.000000000000,19314689102282,4.000000000000,29314689102289,72.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-09-14 22:16:49.000,Admin,2020-09-14 22:16:49.000,Admin,2020-09-14 22:16:49.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,5,320,400,137,30,320,400,550,150,350,800,10550,0,0,0,0,4.000000000000,72.000000000000,1.000000000000,AllBlank,Active
13106,9314689102292,1.000000000000,19314689102299,4.000000000000,29314689102296,72.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-01-10 03:03:46.000,Admin,2020-01-10 03:03:46.000,Admin,2020-01-10 03:03:46.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,10,170,260,135,50,170,260,540,230,295,490,10100,0,0,0,0,4.000000000000,72.000000000000,1.000000000000,AllBlank,Active
15569/50,9314689720366,1.000000000000,19314689720363,6.000000000000,29314689720360,24.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2013-09-05 03:49:00.000,SY,2013-09-05 03:49:00.000,SY,2013-09-05 03:49:01.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,120,120,210,255,120,360,425,1530,445,390,520,7340,0,0,0,0,6.000000000000,24.000000000000,1.000000000000,AllBlank,DeadSeason
15570/50,9314689720373,1.000000000000,19314689720370,6.000000000000,29314689720377,24.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2013-09-05 03:49:00.000,SY,2013-09-05 03:49:00.000,SY,2013-09-05 03:49:01.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,120,120,210,255,120,360,425,1530,445,390,520,7340,0,0,0,0,6.000000000000,24.000000000000,1.000000000000,AllBlank,DeadSeason
16008,9314689781121,1.000000000000,19314689781128,4.000000000000,29314689781125,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-01-30 01:36:46.000,Admin,2020-01-30 01:36:46.000,Admin,2020-01-30 01:36:46.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,30,250,355,312,115,250,355,1250,555,400,500,16350,0,0,0,0,4.000000000000,48.000000000000,1.000000000000,AllBlank,Seasonal
16024,9314689860437,1.000000000000,19314689860434,6.000000000000,29314689860431,24.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-02-27 21:46:52.000,Admin,2020-02-27 21:46:52.000,Admin,2020-02-27 21:46:52.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,60,100,210,159,60,260,410,983,200,260,470,5000,0,0,0,0,6.000000000000,24.000000000000,1.000000000000,AllBlank,Seasonal
16024/02,9314689867931,1.000000000000,19314689867938,6.000000000000,29314689867935,24.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2019-07-24 05:42:18.000,SY,2019-07-24 05:42:18.000,SY,2019-07-24 05:42:18.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.000000000000,24.000000000000,1.000000000000,AllBlank,Seasonal
16025,9314689860444,1.000000000000,19314689860441,6.000000000000,29314689860448,24.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-02-27 21:46:52.000,Admin,2020-02-27 21:46:52.000,Admin,2020-02-27 21:46:52.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,70,130,210,209,70,280,450,1255,270,370,570,6400,0,0,0,0,6.000000000000,24.000000000000,1.000000000000,AllBlank,Seasonal
16025/02,9314689867924,1.000000000000,19314689867921,6.000000000000,29314689867928,24.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2019-07-24 05:42:17.000,SY,2019-07-24 05:42:17.000,SY,2019-07-24 05:42:17.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.000000000000,24.000000000000,1.000000000000,AllBlank,Seasonal
16026,9314689860451,1.000000000000,19314689860458,6.000000000000,29314689860455,24.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2019-09-02 03:10:02.000,Admin,2020-02-27 21:46:52.000,Admin,2020-02-27 21:46:52.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,70,90,210,174,70,260,450,1082,200,260,470,5000,0,0,0,0,6.000000000000,24.000000000000,1.000000000000,AllBlank,Seasonal
16026/02,9314689893725,1.000000000000,19314689893722,6.000000000000,29314689893729,24.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-07-31 03:34:26.000,SY,2020-07-31 03:34:26.000,SY,2020-07-31 03:34:27.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,70,90,210,174,70,260,450,1082,200,260,470,5000,0,0,0,0,6.000000000000,24.000000000000,1.000000000000,AllBlank,Seasonal
16027,9314689860468,1.000000000000,19314689860465,6.000000000000,29314689860462,24.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2019-09-02 03:10:02.000,SY,2019-09-02 03:13:20.000,Admin,2020-02-27 21:46:52.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,100,130,230,210,100,290,460,1260,270,370,570,6400,0,0,0,0,6.000000000000,24.000000000000,1.000000000000,AllBlank,Seasonal
16027/02,9314689893718,1.000000000000,19314689893715,6.000000000000,29314689893712,24.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-07-31 03:34:26.000,SY,2020-07-31 03:34:26.000,SY,2020-07-31 03:34:27.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,100,130,230,210,100,290,460,1260,270,370,570,6400,0,0,0,0,6.000000000000,24.000000000000,1.000000000000,AllBlank,Seasonal
16028,9314689860550,1.000000000000,19314689860557,12.000000000000,29314689860554,96.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-11-15 03:17:01.000,Admin,2019-11-15 03:17:01.000,Admin,2019-11-15 03:17:01.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,5,120,205,50,100,140,210,850,410,240,290,7100,0,0,0,0,12.000000000000,96.000000000000,1.000000000000,AllBlank,Seasonal
16028/02,9314689867948,1.000000000000,19314689867945,12.000000000000,29314689867942,96.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-11-15 03:17:01.000,Admin,2019-11-15 03:17:01.000,Admin,2019-11-15 03:17:01.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,5,120,205,50,100,140,210,850,410,240,290,7100,0,0,0,0,12.000000000000,96.000000000000,1.000000000000,AllBlank,Seasonal
16032,9314689865616,1.000000000000,19314689865613,6.000000000000,29314689865610,198.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-09-08 23:20:12.000,Admin,2019-09-08 23:20:12.000,Admin,2020-08-04 02:16:14.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,15,120,130,50,80,120,130,300,500,290,400,10,0,0,0,0,6.000000000000,198.000000000000,1.000000000000,AllBlank,Seasonal
16032/02,9314689893510,1.000000000000,19314689893517,6.000000000000,29314689893514,198.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-05-19 02:53:31.000,SY,2020-05-19 02:53:31.000,SY,2020-05-19 02:53:31.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,15,120,130,50,80,120,130,300,500,290,400,10450,0,0,0,0,6.000000000000,198.000000000000,1.000000000000,AllBlank,Seasonal
16033,9314689865623,1.000000000000,19314689865620,6.000000000000,29314689865627,198.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-09-08 23:20:12.000,Admin,2019-09-08 23:20:12.000,Admin,2019-09-08 23:20:12.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,15,120,130,50,80,120,130,300,500,290,400,10450,0,0,0,0,6.000000000000,198.000000000000,1.000000000000,AllBlank,Seasonal
16033/02,9314689893527,1.000000000000,19314689893524,6.000000000000,29314689893521,198.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-05-19 02:53:32.000,SY,2020-05-19 02:53:32.000,SY,2020-05-19 02:53:32.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,15,120,130,50,80,120,130,300,500,290,400,10450,0,0,0,0,6.000000000000,198.000000000000,1.000000000000,AllBlank,Seasonal
16034,9314689865630,1.000000000000,19314689865637,6.000000000000,29314689865634,198.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-09-08 23:20:12.000,Admin,2019-09-08 23:20:12.000,Admin,2019-09-08 23:20:12.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,15,120,130,50,80,120,130,300,500,290,400,10450,0,0,0,0,6.000000000000,198.000000000000,1.000000000000,AllBlank,Seasonal
16034/02,9314689893534,1.000000000000,19314689893531,6.000000000000,29314689893538,198.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-05-19 02:53:32.000,SY,2020-05-19 02:53:32.000,SY,2020-05-19 02:53:32.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,15,120,130,50,80,120,130,300,500,290,400,10450,0,0,0,0,6.000000000000,198.000000000000,1.000000000000,AllBlank,Seasonal
16035,9314689865647,1.000000000000,19314689865644,6.000000000000,29314689865641,198.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-09-08 23:20:12.000,Admin,2019-09-08 23:20:12.000,Admin,2019-09-08 23:20:12.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,15,120,130,50,80,120,130,300,500,290,400,10450,0,0,0,0,6.000000000000,198.000000000000,1.000000000000,AllBlank,Seasonal
16035/02,9314689893541,1.000000000000,19314689893548,6.000000000000,29314689893545,198.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-05-19 02:53:33.000,SY,2020-05-19 02:53:33.000,SY,2020-05-19 02:53:33.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,15,120,130,50,80,120,130,300,500,290,400,10450,0,0,0,0,6.000000000000,198.000000000000,1.000000000000,AllBlank,Seasonal
16036,9314689865654,1.000000000000,19314689865651,6.000000000000,29314689865658,198.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-09-08 23:20:12.000,Admin,2019-09-08 23:20:12.000,Admin,2019-09-08 23:20:12.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,15,120,130,50,80,120,130,300,500,290,400,10450,0,0,0,0,6.000000000000,198.000000000000,1.000000000000,AllBlank,Seasonal
16037,9314689865661,1.000000000000,19314689865668,6.000000000000,29314689865665,198.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-09-08 23:20:12.000,Admin,2019-09-08 23:20:12.000,Admin,2019-09-08 23:20:12.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,15,120,130,50,80,120,130,300,500,290,400,10450,0,0,0,0,6.000000000000,198.000000000000,1.000000000000,AllBlank,Seasonal
16037/02,9314689893565,1.000000000000,19314689893562,6.000000000000,29314689893569,198.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-05-19 02:53:34.000,SY,2020-05-19 02:53:34.000,SY,2020-05-19 02:53:34.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,15,120,130,50,80,120,130,300,500,290,400,10450,0,0,0,0,6.000000000000,198.000000000000,1.000000000000,AllBlank,Seasonal
16038/02,9314689893572,1.000000000000,19314689893579,6.000000000000,29314689893576,198.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-05-19 02:53:34.000,SY,2020-05-19 02:53:34.000,SY,2020-05-19 02:53:34.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,15,120,130,50,80,120,130,300,500,290,400,10450,0,0,0,0,6.000000000000,198.000000000000,1.000000000000,AllBlank,Seasonal
16039/02,9314689893589,1.000000000000,19314689893586,6.000000000000,29314689893583,198.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-05-19 02:53:35.000,SY,2020-05-19 02:53:35.000,SY,2020-05-19 02:53:35.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,15,120,130,50,80,120,130,300,500,290,400,10450,0,0,0,0,6.000000000000,198.000000000000,1.000000000000,AllBlank,Seasonal
16040,9314689865692,1.000000000000,19314689865699,6.000000000000,29314689865696,198.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-09-08 23:20:12.000,Admin,2019-09-08 23:20:12.000,Admin,2019-09-08 23:20:12.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,15,120,130,50,80,120,130,300,500,290,400,10450,0,0,0,0,6.000000000000,198.000000000000,1.000000000000,AllBlank,Seasonal
16040/02,9314689893596,1.000000000000,19314689893593,6.000000000000,29314689893590,198.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-05-19 02:53:35.000,SY,2020-05-19 02:53:35.000,SY,2020-05-19 02:53:35.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,15,120,130,50,80,120,130,300,500,290,400,10450,0,0,0,0,6.000000000000,198.000000000000,1.000000000000,AllBlank,Seasonal
16041/02,9314689893602,1.000000000000,19314689893609,6.000000000000,29314689893606,198.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-05-19 02:53:36.000,SY,2020-05-19 02:53:36.000,SY,2020-05-19 02:53:36.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,15,120,130,50,80,120,130,300,500,290,400,10450,0,0,0,0,6.000000000000,198.000000000000,1.000000000000,AllBlank,Seasonal
16042,9314689865715,1.000000000000,19314689865712,6.000000000000,29314689865719,198.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-09-08 23:20:12.000,Admin,2019-09-08 23:20:12.000,Admin,2019-09-08 23:20:12.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,15,120,130,50,80,120,130,300,500,290,400,10450,0,0,0,0,6.000000000000,198.000000000000,1.000000000000,AllBlank,Seasonal
