ITEMID],[ITEMBARCODE],[QTY],[InnerBarcode],[InnerQty],[OuterBarcode],[OuterQty],[PalletBarcode],[PalletQty],[BCItemType],[BCInnerType],[BCOuterType],[BCPalletType],[InnerPfx],[OuterPfx],[PalletPfx],[MODIFIEDBY],[MODIFIEDDATETIME],[InnerModBy],[InnerModDT],[OuterModBy],[OuterModDT],[PalletModBy],[PalletModDT],[UnitTypItm],[UnitTypInnr],[UnitTypOutr],[UnitTypPllt],[ItemIDTyp],[ItemBCCfg],[InnerBCConfig],[OuterBCConfig],[PalletBCConfig],[DataAreaID],[ItemHeight],[ItemWidth],[ItemDepth],[ItemWeight],[InnerHeight],[InnerWidth],[InnerDepth],[InnerWeight],[OuterHeight],[OuterWidth],[OuterDepth],[OuterWeight],[PalletHeight],[PalletWidth],[PalletDepth],[PalletWeight],[InnerWMSQty],[OuterWMSQty],[PalletWMSQty],[INVENTDIMID],[Status]
33180,9314689857611,1.000000000000,19314689857618,12.000000000000,29314689857615,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-08-28 00:30:18.000,Admin,2019-08-28 00:30:18.000,Admin,2019-08-28 00:30:18.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,10,170,370,250,110,350,390,2900,450,370,400,12750,0,0,0,0,12.000000000000,48.000000000000,1.000000000000,AllBlank,DeadSeason
33181,9314689857628,1.000000000000,19314689857625,12.000000000000,29314689857622,36.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-09-11 20:30:20.000,Admin,2019-09-11 20:30:20.000,Admin,2019-09-11 20:30:20.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,20,180,380,160,100,350,400,1900,490,380,410,12600,0,0,0,0,12.000000000000,36.000000000000,1.000000000000,AllBlank,Dead
33188,9314689857697,1.000000000000,19314689857694,0.000000000000,29314689857691,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-12-10 05:33:22.000,SY,2019-03-28 02:51:49.000,Admin,2019-12-10 05:33:23.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,10,170,190,104,0,0,0,0,200,370,380,6000,0,0,0,0,0.000000000000,48.000000000000,1.000000000000,AllBlank,Seasonal
33190,9314689857710,1.000000000000,19314689857717,12.000000000000,29314689857714,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-09-17 02:20:40.000,Admin,2019-09-17 02:20:40.000,Admin,2019-09-17 02:20:40.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,40,160,350,270,120,370,480,3200,460,400,520,14300,0,0,0,0,12.000000000000,48.000000000000,1.000000000000,AllBlank,DeadSeason
33191,9314689857727,1.000000000000,19314689857724,12.000000000000,29314689857721,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-09-17 02:20:40.000,Admin,2019-09-17 02:20:40.000,Admin,2019-09-17 02:20:40.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,40,160,350,270,120,370,480,3200,460,400,520,14300,0,0,0,0,12.000000000000,48.000000000000,1.000000000000,AllBlank,DeadSeason
33195,9314689857765,1.000000000000,19314689857762,12.000000000000,29314689857769,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-09-17 02:20:40.000,Admin,2019-11-20 03:23:50.000,Admin,2019-09-17 02:20:40.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,40,160,350,270,120,350,480,3200,460,400,520,14300,0,0,0,0,12.000000000000,48.000000000000,1.000000000000,AllBlank,DeadSeason
33196,9314689857772,1.000000000000,19314689857779,12.000000000000,29314689857776,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-09-17 02:20:40.000,Admin,2019-09-17 02:20:40.000,Admin,2019-09-17 02:20:40.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,40,160,350,270,120,370,480,3200,460,400,520,14300,0,0,0,0,12.000000000000,48.000000000000,1.000000000000,AllBlank,DeadSeason
33197,9314689858564,1.000000000000,19314689858561,12.000000000000,29314689858568,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-09-17 02:20:40.000,Admin,2019-09-17 02:20:40.000,Admin,2019-09-17 02:20:40.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,40,160,350,270,120,370,480,3200,460,400,520,14300,0,0,0,0,12.000000000000,48.000000000000,1.000000000000,AllBlank,DeadSeason
33197/02,9314689862806,1.000000000000,19314689862803,12.000000000000,29314689862800,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-09-17 02:20:40.000,Admin,2019-09-17 02:20:40.000,Admin,2019-09-17 02:20:40.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,40,160,350,270,460,400,480,3200,460,400,520,14300,0,0,0,0,12.000000000000,48.000000000000,1.000000000000,AllBlank,Seasonal
33198,9314689858571,1.000000000000,19314689858578,12.000000000000,29314689858575,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-09-17 02:20:40.000,Admin,2019-09-17 02:20:40.000,Admin,2019-09-17 02:20:40.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,40,160,350,270,120,370,480,3200,460,400,520,14300,0,0,0,0,12.000000000000,48.000000000000,1.000000000000,AllBlank,DeadSeason
33199,9314689858588,1.000000000000,19314689858585,12.000000000000,29314689858582,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-09-17 02:20:40.000,Admin,2019-09-17 02:20:40.000,Admin,2019-09-17 02:20:40.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,40,160,350,270,120,370,480,3200,460,400,520,14300,0,0,0,0,12.000000000000,48.000000000000,1.000000000000,AllBlank,DeadSeason
33199/02,9314689862813,1.000000000000,19314689862810,12.000000000000,29314689862817,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-09-17 02:20:40.000,Admin,2019-09-17 02:20:40.000,Admin,2019-09-17 02:20:40.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,40,160,350,270,120,370,480,3200,460,400,520,14300,0,0,0,0,12.000000000000,48.000000000000,1.000000000000,AllBlank,Seasonal
33201/02,9314689862820,1.000000000000,19314689862827,12.000000000000,29314689862824,36.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2019-05-01 04:47:40.000,SY,2019-05-01 04:47:41.000,SY,2019-05-01 04:47:41.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,70,170,250,320,210,280,500,3700,370,520,530,12150,0,0,0,0,12.000000000000,36.000000000000,1.000000000000,AllBlank,Seasonal
33202,9314689859707,1.000000000000,19314689859704,12.000000000000,29314689859701,36.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2019-05-01 04:47:40.000,SY,2019-05-01 04:47:41.000,SY,2019-05-01 04:47:41.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,70,170,250,320,210,280,500,3700,370,520,530,12150,0,0,0,0,12.000000000000,36.000000000000,1.000000000000,AllBlank,DeadSeason
33202/02,9314689862837,1.000000000000,19314689862834,12.000000000000,29314689862831,36.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2019-05-01 04:47:40.000,SY,2019-05-01 04:47:41.000,SY,2019-05-01 04:47:41.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,70,170,250,320,210,280,500,3700,370,520,530,12150,0,0,0,0,12.000000000000,36.000000000000,1.000000000000,AllBlank,Seasonal
33203/02,9314689862844,1.000000000000,19314689862841,12.000000000000,29314689862848,36.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2019-05-01 04:47:40.000,SY,2019-05-01 04:47:41.000,SY,2019-05-01 04:47:41.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,70,170,250,320,210,280,500,3700,370,520,530,12150,0,0,0,0,12.000000000000,36.000000000000,1.000000000000,AllBlank,Seasonal
33204,9314689859721,1.000000000000,19314689859728,12.000000000000,29314689859725,36.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2019-05-01 04:47:40.000,SY,2019-05-01 04:47:41.000,SY,2019-05-01 04:47:41.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,70,170,250,320,210,280,500,3700,370,520,530,12150,0,0,0,0,12.000000000000,36.000000000000,1.000000000000,AllBlank,DeadSeason
33204/02,9314689862851,1.000000000000,19314689862858,12.000000000000,29314689862855,36.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2019-05-01 04:47:40.000,SY,2019-05-01 04:47:41.000,SY,2019-05-01 04:47:41.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,70,170,250,320,210,280,500,3700,370,520,530,12150,0,0,0,0,12.000000000000,36.000000000000,1.000000000000,AllBlank,Seasonal
33206,9314689860369,1.000000000000,19314689860366,12.000000000000,29314689860363,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2019-04-17 00:41:37.000,SY,2019-04-17 00:41:39.000,SY,2019-04-17 00:41:39.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,30,180,250,250,200,250,380,3020,360,420,530,13280,0,0,0,0,12.000000000000,48.000000000000,1.000000000000,AllBlank,Seasonal
33207,9314689860413,1.000000000000,19314689860410,12.000000000000,29314689860417,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2019-04-17 00:41:38.000,SY,2019-04-17 00:41:39.000,SY,2019-04-17 00:41:40.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,30,180,250,250,200,250,380,3020,360,420,530,13280,0,0,0,0,12.000000000000,48.000000000000,1.000000000000,AllBlank,Seasonal
33207/02,9314689861007,1.000000000000,19314689861004,12.000000000000,29314689861001,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2019-04-17 00:41:38.000,SY,2019-04-17 00:41:39.000,SY,2019-04-17 00:41:40.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,30,180,250,250,200,250,380,3020,360,420,530,13280,0,0,0,0,12.000000000000,48.000000000000,1.000000000000,AllBlank,Seasonal
33208,9314689860420,1.000000000000,19314689860427,12.000000000000,29314689860424,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2019-04-17 00:41:38.000,SY,2019-04-17 00:41:39.000,SY,2019-04-17 00:41:40.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,30,180,250,250,200,250,380,3020,360,420,530,13280,0,0,0,0,12.000000000000,48.000000000000,1.000000000000,AllBlank,Seasonal
33215/02,9314689860826,1.000000000000,19314689860823,12.000000000000,29314689860820,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-09-11 20:30:20.000,Admin,2019-09-11 20:30:20.000,Admin,2019-09-11 20:30:20.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,20,180,380,160,100,350,400,1900,490,380,410,12600,0,0,0,0,12.000000000000,48.000000000000,1.000000000000,AllBlank,Seasonal
33216/02,9314689860833,1.000000000000,19314689860830,12.000000000000,29314689860837,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-09-11 20:30:20.000,Admin,2019-09-11 20:30:20.000,Admin,2019-09-11 20:30:20.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,20,180,380,160,100,350,400,1900,490,380,410,12600,0,0,0,0,12.000000000000,48.000000000000,1.000000000000,AllBlank,Seasonal
33217/02,9314689860840,1.000000000000,19314689860847,12.000000000000,29314689860844,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-09-11 20:30:20.000,Admin,2019-09-11 20:30:20.000,Admin,2019-09-11 20:30:20.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,20,180,380,160,100,350,400,1900,490,380,410,12600,0,0,0,0,12.000000000000,48.000000000000,1.000000000000,AllBlank,Seasonal
33224/04,9314689864428,1.000000000000,19314689864425,6.000000000000,29314689864422,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-09-09 05:23:20.000,SY,2020-09-09 05:23:21.000,SY,2020-09-09 05:23:22.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,25,160,270,235,130,160,270,1410,440,320,520,12600,0,0,0,0,6.000000000000,48.000000000000,1.000000000000,AllBlank,Seasonal
33225/04,9314689864435,1.000000000000,19314689864432,6.000000000000,29314689864439,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-01-09 00:06:49.000,Admin,2020-01-09 00:06:49.000,Admin,2020-01-09 00:06:49.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,14,200,350,274,170,350,350,6590,350,460,460,14400,0,0,0,0,6.000000000000,48.000000000000,1.000000000000,AllBlank,Seasonal
33226/04,9314689864442,1.000000000000,19314689864449,6.000000000000,29314689864446,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-01-09 00:06:49.000,Admin,2020-01-09 00:06:49.000,Admin,2020-01-09 00:06:49.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,14,200,350,274,170,350,350,6590,350,460,460,14400,0,0,0,0,6.000000000000,48.000000000000,1.000000000000,AllBlank,Seasonal
33227/04,9314689864459,1.000000000000,19314689864456,6.000000000000,29314689864453,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-01-09 00:06:49.000,Admin,2020-01-09 00:06:49.000,Admin,2020-01-09 00:06:49.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,14,200,350,274,170,350,350,6590,350,460,460,14400,0,0,0,0,6.000000000000,48.000000000000,1.000000000000,AllBlank,Seasonal
33228/04,9314689864466,1.000000000000,19314689864463,6.000000000000,29314689864460,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-01-09 00:06:49.000,Admin,2020-01-09 00:06:49.000,Admin,2020-01-09 00:06:49.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,14,200,350,274,170,350,350,6590,350,460,460,14400,0,0,0,0,6.000000000000,48.000000000000,1.000000000000,AllBlank,Seasonal
33229/04,9314689864473,1.000000000000,19314689864470,6.000000000000,29314689864477,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-08-31 22:16:09.000,Admin,2020-08-31 22:16:09.000,Admin,2020-01-09 00:06:49.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,14,200,290,274,140,220,290,6590,350,460,460,14400,0,0,0,0,6.000000000000,48.000000000000,1.000000000000,AllBlank,Seasonal
33230/04,9314689864480,1.000000000000,19314689864487,6.000000000000,29314689864484,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-01-09 00:06:49.000,Admin,2020-01-09 00:06:49.000,Admin,2020-01-09 00:06:49.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,14,200,350,274,170,350,350,6590,350,460,460,14400,0,0,0,0,6.000000000000,48.000000000000,1.000000000000,AllBlank,Seasonal
33234/04,9314689864527,1.000000000000,19314689864524,6.000000000000,29314689864521,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-08-31 22:16:09.000,Admin,2020-08-31 22:16:09.000,Admin,2020-01-09 00:06:49.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,5,200,260,228,135,200,260,1370,480,370,405,12190,0,0,0,0,6.000000000000,48.000000000000,1.000000000000,AllBlank,Seasonal
33235/04,9314689864534,1.000000000000,19314689864531,6.000000000000,29314689864538,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-01-09 00:06:49.000,Admin,2020-01-09 00:06:49.000,Admin,2020-01-09 00:06:49.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,5,200,385,228,135,200,390,1370,480,370,405,12190,0,0,0,0,6.000000000000,48.000000000000,1.000000000000,AllBlank,Seasonal
33236/04,9314689864541,1.000000000000,19314689864548,6.000000000000,29314689864545,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-01-09 00:06:50.000,Admin,2020-01-09 00:06:50.000,Admin,2020-01-09 00:06:50.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,5,200,385,228,135,200,390,1370,480,370,405,12190,0,0,0,0,6.000000000000,48.000000000000,1.000000000000,AllBlank,Seasonal
33238/04,9314689864589,1.000000000000,19314689864586,6.000000000000,29314689864583,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-11-04 00:46:05.000,Admin,2019-11-04 00:46:05.000,Admin,2019-11-04 00:46:05.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,10,200,400,160,50,200,400,960,270,370,570,11100,0,0,0,0,6.000000000000,48.000000000000,1.000000000000,AllBlank,DeadSeason
33242/04,9314689864626,1.000000000000,19314689864623,6.000000000000,29314689864620,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-11-04 00:46:05.000,Admin,2019-11-04 00:46:05.000,Admin,2019-11-04 00:46:05.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,10,200,400,160,50,200,400,960,270,370,570,11100,0,0,0,0,6.000000000000,48.000000000000,1.000000000000,AllBlank,DeadSeason
33243/04,9314689864633,1.000000000000,19314689864630,6.000000000000,29314689864637,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2019-11-04 00:46:05.000,Admin,2019-11-04 00:46:05.000,Admin,2019-11-04 00:46:05.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,10,200,400,160,50,200,400,960,270,370,570,11100,0,0,0,0,6.000000000000,48.000000000000,1.000000000000,AllBlank,DeadSeason
33246/04,9314689866552,1.000000000000,19314689866559,6.000000000000,29314689866556,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2019-09-17 01:33:15.000,SY,2019-09-17 01:33:15.000,SY,2019-09-17 01:33:16.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,20,150,270,177,120,150,270,1065,280,340,580,9600,0,0,0,0,6.000000000000,48.000000000000,1.000000000000,AllBlank,Seasonal
33247/04,9314689866569,1.000000000000,19314689866566,6.000000000000,29314689866563,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2019-09-17 01:33:15.000,SY,2019-09-17 01:33:15.000,SY,2019-09-17 01:33:16.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,20,150,270,177,120,150,270,1065,280,340,580,9600,0,0,0,0,6.000000000000,48.000000000000,1.000000000000,AllBlank,Seasonal
33248/04,9314689866576,1.000000000000,19314689866573,6.000000000000,29314689866570,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2019-09-17 01:33:15.000,SY,2019-09-17 01:33:15.000,SY,2019-09-17 01:33:16.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,20,150,270,177,120,150,270,1065,280,340,580,9600,0,0,0,0,6.000000000000,48.000000000000,1.000000000000,AllBlank,Seasonal
33255,9314689870603,1.000000000000,19314689870600,12.000000000000,29314689870607,36.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-02-17 20:56:28.000,Admin,2020-02-17 20:56:28.000,Admin,2020-02-17 20:56:28.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,20,180,380,160,100,350,400,1900,490,380,410,12600,0,0,0,0,12.000000000000,36.000000000000,1.000000000000,AllBlank,DeadSeason
33258,9314689870641,1.000000000000,19314689870648,12.000000000000,29314689870645,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-02-17 20:56:28.000,Admin,2020-02-17 20:56:28.000,Admin,2020-02-17 20:56:28.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,17,220,450,285,100,450,450,3400,350,470,470,15000,0,0,0,0,12.000000000000,48.000000000000,1.000000000000,AllBlank,Dead
33259,9314689870658,1.000000000000,19314689870655,12.000000000000,29314689870652,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-02-17 20:56:28.000,Admin,2020-02-17 20:56:28.000,Admin,2020-02-17 20:56:28.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,17,220,450,285,100,450,450,3400,350,470,470,15000,0,0,0,0,12.000000000000,48.000000000000,1.000000000000,AllBlank,DeadSeason
33260,9314689870740,1.000000000000,19314689870747,12.000000000000,29314689870744,72.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-02-27 21:46:52.000,Admin,2020-02-27 21:46:52.000,Admin,2020-02-27 21:46:52.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,8,370,250,190,16,360,450,720,300,365,575,12800,0,0,0,0,12.000000000000,72.000000000000,1.000000000000,AllBlank,DeadSeason
33261,9314689870757,1.000000000000,19314689870754,12.000000000000,29314689870751,36.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-02-27 21:46:52.000,Admin,2020-02-27 21:46:52.000,Admin,2020-02-27 21:46:52.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,30,160,360,242,220,160,360,2905,230,380,530,9660,0,0,0,0,12.000000000000,36.000000000000,1.000000000000,AllBlank,DeadSeason
33262,9314689870801,1.000000000000,19314689870808,12.000000000000,29314689870805,36.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-02-17 20:56:28.000,Admin,2020-02-17 20:56:28.000,Admin,2020-02-17 20:56:28.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,30,160,360,242,220,160,360,2905,230,380,530,9660,0,0,0,0,12.000000000000,36.000000000000,1.000000000000,AllBlank,DeadSeason
33263,9314689870818,1.000000000000,19314689870815,12.000000000000,29314689870812,72.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-02-17 20:56:28.000,Admin,2020-02-17 20:56:28.000,Admin,2020-02-17 20:56:28.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,15,160,350,170,160,170,360,2000,330,400,530,13150,0,0,0,0,12.000000000000,72.000000000000,1.000000000000,AllBlank,DeadSeason
33264,9314689870825,1.000000000000,19314689870822,12.000000000000,29314689870829,72.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-02-17 20:56:28.000,Admin,2020-02-17 20:56:28.000,Admin,2020-02-17 20:56:28.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,15,160,350,170,160,170,360,2000,330,400,530,13150,0,0,0,0,12.000000000000,72.000000000000,1.000000000000,AllBlank,DeadSeason
33265,9314689870832,1.000000000000,19314689870839,12.000000000000,29314689870836,24.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-02-27 21:46:52.000,Admin,2020-02-27 21:46:52.000,Admin,2020-02-27 21:46:52.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,50,150,235,384,140,310,470,4610,270,340,530,10200,0,0,0,0,12.000000000000,24.000000000000,1.000000000000,AllBlank,DeadSeason
33266,9314689871099,1.000000000000,19314689871096,12.000000000000,29314689871093,72.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-02-27 21:46:52.000,Admin,2020-02-27 21:46:52.000,Admin,2020-02-27 21:46:52.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,10,220,220,120,16,360,450,720,300,365,575,12800,0,0,0,0,12.000000000000,72.000000000000,1.000000000000,AllBlank,DeadSeason
33269/02,9314689871235,1.000000000000,19314689871232,0.000000000000,29314689871239,0.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2019-09-17 01:09:44.000,SY,2019-09-17 01:09:44.000,SY,2019-09-17 01:09:44.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000000,0.000000000000,1.000000000000,AllBlank,NewItem
33271,9314689871310,1.000000000000,19314689871317,12.000000000000,29314689871314,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-09-09 05:23:20.000,SY,2020-09-09 05:23:21.000,SY,2020-09-09 05:23:22.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,40,160,240,300,120,320,480,3600,470,360,520,15800,0,0,0,0,12.000000000000,48.000000000000,1.000000000000,AllBlank,Seasonal
33272,9314689871327,1.000000000000,19314689871324,12.000000000000,29314689871321,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-02-17 20:56:28.000,Admin,2020-02-17 20:56:28.000,Admin,2020-02-17 20:56:28.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,50,160,250,300,150,380,490,3650,510,380,520,16200,0,0,0,0,12.000000000000,48.000000000000,1.000000000000,AllBlank,Seasonal
33280/04,9314689879378,1.000000000000,19314689879375,6.000000000000,29314689879372,48.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-06-10 20:33:27.000,Admin,2020-06-10 20:33:27.000,Admin,2020-06-10 20:33:27.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,10,160,270,74,50,160,270,444,160,300,340,4100,0,0,0,0,6.000000000000,48.000000000000,1.000000000000,AllBlank,DeadSeason
33307/27,9314689881333,1.000000000000,19314689881330,0.000000000000,29314689881337,40.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,Admin,2020-08-31 22:16:09.000,SY,2020-01-20 23:12:01.000,Admin,2020-08-31 22:16:09.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,15,200,450,245,0,0,0,0,290,450,490,11000,0,0,0,0,0.000000000000,40.000000000000,1.000000000000,AllBlank,DeadSeason
33309/02,9314689881449,1.000000000000,19314689881446,12.000000000000,29314689881443,60.000000000000,,-1.000000000000,EAN13,EAN14,EAN14,NA,1,2,X,SY,2020-08-26 01:44:19.000,SY,2020-08-26 01:44:20.000,SY,2020-08-26 01:44:20.000,NULL,NULL,0,1,2,NULL,99,OK,OK,OK,NULL,STD,6,180,350,85,70,180,350,1040,220,380,380,5900,0,0,0,0,12.000000000000,60.000000000000,1.000000000000,AllBlank,DeadSeason
