"    42695/04","  A"," AA"," 10"," 4"," 4",24,"U",48,"U",T,F,F,F,0,"",/  /     :  :,T
"       22029","  A"," AA","  3"," 2"," 4",6,"U",24,"U",T,F,F,F,0,"",09/09/2020 15:56:32,T
"    42749/38","  A"," EE","  3"," 2"," 3",48,"U",96,"U",T,F,F,F,0,"",/  /     :  :,T
"    42750/38","  A"," EE","  3"," 4"," 6",12,"U",64,"U",T,F,F,F,0,"",/  /     :  :,T
"    42751/38","  A"," EE","  3"," 4"," 1",36,"U",96,"U",T,F,F,F,0,"",/  /     :  :,T
"    42752/38","  A"," EE","  4"," 4"," 3",12,"U",64,"U",T,F,F,F,0,"",/  /     :  :,T
"    29486/38","  A"," EE"," 12"," 2"," 2",10,"U",36,"U",T,F,F,F,0,"",/  /     :  :,T
"    29487/38","  A"," EE"," 10"," 1"," 2",6,"U",36,"U",T,F,F,F,0,"",09/09/2020 15:56:32,T
"      896050","  A"," BB","  8"," 3"," 4",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"    70342/04","  A"," BB","  6"," 3"," 3",24,"U",48,"U",T,F,F,F,0,"",/  /     :  :,T
"   970051/04","  A"," BB","  9"," 3"," 2",24,"U",48,"U",T,F,F,F,0,"",/  /     :  :,T
"   970052/04","  A"," BB","  9"," 3"," 3",24,"U",48,"U",T,F,F,F,0,"",/  /     :  :,T
"      896107","  A"," AA"," 16"," 4"," 6",6,"U",12,"U",T,F,F,F,0,"",/  /     :  :,T
"      896108","  A"," AA"," 16"," 5"," 1",6,"U",12,"U",T,F,F,F,0,"",/  /     :  :,T
"    32090/04","  A"," BB"," 16"," 2"," 6",24,"U",144,"U",T,F,F,F,0,"",/  /     :  :,T
"    40254/04","  A"," BB"," 14"," 1"," 3",60,"U",120,"U",T,F,F,F,0,"",/  /     :  :,T
"    40259/04","  A"," BB"," 13"," 5"," 5",60,"U",120,"U",T,F,F,F,0,"",/  /     :  :,T
"    40264/04","  A"," BB"," 16"," 3"," 1",60,"U",120,"U",T,F,F,F,0,"",/  /     :  :,T
"    40269/04","  A"," BB"," 11"," 4"," 3",60,"U",120,"U",T,F,F,F,0,"",/  /     :  :,T
"    43658/38","  A"," EE"," 12"," 4"," 6",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"    43659/38","  A"," EE","  6"," 3"," 2",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"    43660/38","  A"," EE","  6"," 3"," 5",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"    43661/38","  A"," EE","  7"," 2"," 1",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"    43662/38","  A"," EE"," 13"," 4"," 4",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"    43663/38","  A"," EE"," 13"," 4"," 5",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"    43636/38","  A"," EE","  4"," 2"," 1",30,"U",96,"U",T,F,F,F,0,"",/  /     :  :,T
"    43637/38","  A"," EE","  2"," 4"," 1",48,"U",96,"U",T,F,F,F,0,"",/  /     :  :,T
"    47517/38","  A"," EE"," 10"," 2"," 3",36,"U",72,"U",T,F,F,F,0,"",/  /     :  :,T
"    43627/38","  A"," EE","  7"," 4"," 3",24,"U",48,"U",T,F,F,F,0,"",/  /     :  :,T
"    43628/38","  A"," EE","  8"," 2"," 4",24,"U",48,"U",T,F,F,F,0,"",/  /     :  :,T
"    43630/38","  A"," EE","  7"," 4"," 6",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"    43631/38","  A"," EE","  9"," 1"," 4",80,"U",144,"U",T,F,F,F,0,"",/  /     :  :,T
"    43633/38","  A"," EE","  4"," 2"," 2",24,"U",144,"U",T,F,F,F,0,"",/  /     :  :,T
"    32145/04","  A"," BB"," 10"," 5"," 7",48,"U",96,"U",T,F,F,F,0,"",/  /     :  :,T
"    29492/38","  A"," EE"," 10"," 3"," 1",6,"U",36,"U",T,F,F,F,0,"",09/09/2020 15:56:32,T
"    29493/38","  A"," EE"," 12"," 2"," 5",6,"U",36,"U",T,F,F,F,0,"",09/09/2020 15:56:32,T
"       20420","  A"," AA","  3"," 1"," 3",25,"U",1000,"U",T,F,F,F,0,"",/  /     :  :,T
"       43601","  A"," BB","  4"," 2"," 1",48,"U",96,"U",T,F,F,F,0,"",/  /     :  :,T
"       43603","  A"," BB","  6"," 2"," 2",48,"U",96,"U",T,F,F,F,0,"",/  /     :  :,T
"    46024/04","  A"," AA"," 13"," 2"," 4",144,"U",288,"U",T,F,F,F,0,"",/  /     :  :,T
"    46025/04","  A"," BB"," 11"," 3"," 3",12,"U",288,"U",T,F,F,F,0,"",/  /     :  :,T
"    46026/04","  A"," BB"," 18"," 1"," 3",72,"U",144,"U",T,F,F,F,0,"",/  /     :  :,T
"    46027/04","  A"," BB"," 16"," 3"," 3",72,"U",144,"U",T,F,F,F,0,"",/  /     :  :,T
"      896139","  A"," AA"," 16"," 2"," 6",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"       30551","  A"," DD"," 16"," 3"," 4",72,"U",144,"U",T,F,F,F,0,"",/  /     :  :,T
"       30553","  A"," DD"," 16"," 3"," 5",72,"U",144,"U",T,F,F,F,0,"",/  /     :  :,T
"    43968/04","  A"," CC"," 10"," 1"," 3",48,"U",96,"U",T,F,F,F,0,"",/  /     :  :,T
"    32148/04","  A"," AA"," 12"," 1"," 5",36,"U",72,"U",T,F,F,F,0,"",/  /     :  :,T
"       16008","  A"," BB","  8"," 4"," 5",12,"U",48,"U",T,F,F,F,0,"",/  /     :  :,T
"       32180","  A"," BB"," 10"," 4"," 3",48,"U",96,"U",T,F,F,F,0,"",/  /     :  :,T
"    71223/04","  A"," EE"," 14"," 2"," 1",4,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"    47585/04","  A"," BB","  9"," 2"," 1",48,"U",96,"U",T,F,F,F,0,"",/  /     :  :,T
"       46151","  A"," BB","  4"," 5"," 6",60,"U",120,"U",T,F,F,F,0,"",/  /     :  :,T
"    29261/38","  A"," EE"," 10"," 1"," 6",36,"U",72,"U",T,F,F,F,0,"",/  /     :  :,T
"    29262/38","  A"," EE","  6"," 1"," 6",20,"U",36,"U",T,F,F,F,0,"",/  /     :  :,T
"    29263/38","  A"," EE","  8"," 1"," 6",18,"U",36,"U",T,F,F,F,0,"",/  /     :  :,T
"    29264/38","  A"," EE","  4"," 1"," 6",36,"U",36,"U",T,F,F,F,0,"",/  /     :  :,T
"    46211/38","  A"," EE","  2"," 3"," 1",60,"U",120,"U",T,F,F,F,0,"",/  /     :  :,T
"    46212/38","  A"," EE","  2"," 4"," 4",18,"U",120,"U",T,F,F,F,0,"",/  /     :  :,T
"    46213/38","  A"," EE","  2"," 4"," 5",60,"U",120,"U",T,F,F,F,0,"",/  /     :  :,T
"    47529/38","  A"," EE","  9"," 4"," 1",48,"U",96,"U",T,F,F,F,0,"",/  /     :  :,T
"    47530/38","  A"," EE","  8"," 1"," 2",48,"U",96,"U",T,F,F,F,0,"",/  /     :  :,T
"    63502/38","  A"," EE","  3"," 3"," 2",48,"U",96,"U",T,F,F,F,0,"",/  /     :  :,T
"    63503/38","  A"," EE","  6"," 4"," 2",24,"U",48,"U",T,F,F,F,0,"",/  /     :  :,T
"       20025","  A"," AA","  1"," 1"," 3",6,"U",288,"U",T,F,F,F,0,"",09/09/2020 15:56:32,T
"      896152","  A"," AA"," 16"," 4"," 2",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"      896153","  A"," BB","  8"," 3"," 9",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"      896160","  A"," BB"," 16"," 5"," 5",12,"U",24,"U",T,T,F,F,0,"",09/15/2020 14:09:08,T
"      896161","  A"," EE"," 13"," 1"," 6",120,"U",240,"U",T,F,F,F,0,"",/  /     :  :,T
"       32090","  A"," AA","  9"," 2"," 5",6,"U",2,"C",T,F,F,F,0,"",09/09/2020 15:56:33,T
"       61033","  A"," BB","  6"," 5"," 6",4,"U",8,"U",T,F,F,F,0,"",/  /     :  :,T
"       81002","  A"," AA"," 10"," 3"," 1",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"       81003","  A"," AA"," 10"," 3"," 4",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"       81008","  A"," AA"," 10"," 3"," 6",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"       81009","  A"," AA"," 12"," 3"," 1",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"       81010","  A"," AA"," 12"," 3"," 5",8,"U",16,"U",T,F,F,F,0,"",/  /     :  :,T
"       81011","  A"," AA"," 10"," 3"," 2",8,"U",16,"U",T,F,F,F,0,"",/  /     :  :,T
"       81012","  A"," AA"," 12"," 3"," 2",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"       81013","  A"," AA"," 12"," 3"," 4",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"       81016","  A"," AA"," 12"," 3"," 6",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"       81017","  A"," AA"," 10"," 3"," 3",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"       81020","  A"," AA"," 10"," 3"," 5",8,"U",16,"U",T,F,F,F,0,"",/  /     :  :,T
"       81021","  A"," AA"," 10"," 3"," 8",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"       81022","  A"," AA"," 10"," 3"," 7",20,"U",40,"U",T,F,F,F,0,"",/  /     :  :,T
"       81023","  A"," AA"," 12"," 3"," 8",20,"U",40,"U",T,F,F,F,0,"",/  /     :  :,T
"       81024","  A"," AA"," 12"," 3"," 7",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"       81025","  A"," AA"," 12"," 3"," 3",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"      896232","  A"," AA"," 10"," 5"," 1",16,"U",2,"C",T,F,F,F,0,"",09/09/2020 15:56:33,T
"    63508/04","  A"," AA"," 14"," 4"," 1",60,"U",120,"U",T,F,F,F,0,"",/  /     :  :,T
"    63510/04","  A"," AA"," 14"," 2"," 5",30,"U",60,"U",T,F,F,F,0,"",/  /     :  :,T
"    47677/38","  A"," EE"," 13"," 2"," 2",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"    47678/38","  A"," EE"," 10"," 1"," 1",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"    47679/38","  A"," EE"," 13"," 2"," 1",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"    47680/38","  A"," EE"," 12"," 1"," 2",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"    47681/38","  A"," EE","  3"," 2"," 4",24,"U",144,"U",T,F,F,F,0,"",/  /     :  :,T
"   952072/04","  A"," BB"," 10"," 1"," 5",8,"U",16,"U",T,F,F,F,0,"",/  /     :  :,T
"   952073/04","  A"," BB","  9"," 3"," 6",6,"U",12,"U",T,F,F,F,0,"",/  /     :  :,T
"   910341/04","  A"," BB"," 11"," 3"," 2",10,"U",20,"U",T,F,F,F,0,"",/  /     :  :,T
"    32701/04","  A"," BB"," 15"," 4"," 4",6,"U",2,"C",T,F,F,F,0,"",09/09/2020 15:56:33,T
"    47630/04","  A"," BB"," 13"," 3"," 6",72,"U",144,"U",T,F,F,F,0,"",/  /     :  :,T
"    47631/04","  A"," BB"," 12"," 5"," 7",72,"U",144,"U",T,F,F,F,0,"",/  /     :  :,T
"    47632/04","  A"," BB","  8"," 3"," 8",72,"U",144,"U",T,F,F,F,0,"",/  /     :  :,T
"    46236/04","  A"," AA"," 14"," 5"," 6",6,"U",2,"C",T,F,F,F,0,"",09/09/2020 15:56:33,T
"    46237/04","  A"," BB","  6"," 2"," 1",6,"U",2,"C",T,F,F,F,0,"",09/09/2020 15:56:33,T
"    46238/04","  A"," BB"," 13"," 2"," 2",6,"U",2,"C",T,F,F,F,0,"",09/09/2020 15:56:33,T
"    46242/04","  A"," BB","  7"," 3"," 5",6,"U",2,"C",T,F,F,F,0,"",09/09/2020 15:56:33,T
"    46243/04","  A"," BB","  6"," 5"," 7",6,"U",2,"C",T,F,F,F,0,"",09/09/2020 15:56:33,T
"    46244/04","  A"," BB","  8"," 5"," 3",6,"U",2,"C",T,F,F,F,0,"",09/09/2020 15:56:33,T
"    71233/04","  A"," CC"," 13"," 3"," 5",12,"U",48,"U",T,F,F,F,0,"",/  /     :  :,T
"    71234/04","  A"," DD","  8"," 4"," 1",12,"U",48,"U",T,F,F,F,0,"",/  /     :  :,T
"    71235/04","  A"," BB"," 13"," 4"," 5",12,"U",48,"U",T,F,F,F,0,"",/  /     :  :,T
"    71236/04","  A"," BB","  6"," 4"," 5",12,"U",48,"U",T,F,F,F,0,"",/  /     :  :,T
"       46287","  A"," AA"," 16"," 1"," 1",6,"U",2,"C",T,F,F,F,0,"",09/09/2020 15:56:33,T
"       46296","  A"," EE"," 15"," 1"," 4",6,"U",2,"C",T,F,F,F,0,"",09/09/2020 15:56:33,T
"       46299","  A"," EE","  9"," 5"," 1",8,"U",36,"U",T,F,F,F,0,"",/  /     :  :,T
"    46384/38","  A"," EE","  3"," 2"," 5",18,"U",60,"U",T,F,F,F,0,"",/  /     :  :,T
"       61118","  A"," AA"," 11"," 2"," 7",4,"U",12,"U",T,F,F,F,0,"",/  /     :  :,T
"       61121","  A"," CC","  4"," 3"," 2",12,"U",24,"U",T,F,F,F,0,"",/  /     :  :,T
"       61135","  A"," AA","  9"," 2"," 7",4,"U",12,"U",T,F,F,F,0,"",/  /     :  :,T
"       61136","  A"," BB","  4"," 1"," 5",4,"U",12,"U",T,F,F,F,0,"",/  /     :  :,T
"    80057/38","  A"," EE","  6"," 3"," 4",36,"U",72,"U",T,F,F,F,0,"",/  /     :  :,T
"    80058/38","  A"," EE","  6"," 1"," 3",30,"U",72,"U",T,F,F,F,0,"",/  /     :  :,T
"    29508/38","  A"," EE"," 10"," 3"," 5",36,"U",36,"U",T,F,F,F,0,"",/  /     :  :,T
"    29509/38","  A"," EE","  7"," 4"," 5",6,"U",36,"U",T,F,F,F,0,"",/  /     :  :,T
"    47762/38","  A"," EE","  4"," 1"," 3",144,"U",288,"U",T,F,F,F,0,"",/  /     :  :,T
"    47764/38","  A"," EE","  4"," 3"," 1",144,"U",288,"U",T,F,F,F,0,"",/  /     :  :,T
"    47766/38","  A"," EE","  3"," 4"," 3",72,"U",144,"U",T,F,F,F,0,"",/  /     :  :,T
"    47770/38","  A"," EE","  3"," 1"," 6",72,"U",144,"U",T,F,F,F,0,"",/  /     :  :,T
"       63882","  A"," AA"," 16"," 1"," 4",48,"U",96,"U",T,F,F,F,0,"",/  /     :  :,T
